tab	specimens
specimen	sample	experiments	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_measurements	dir_tilt_correction	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	description	software_packages	int_corr	citations	method_codes	location	site	specimen_direction_type
ns008d1	ns008d	ns008d1 : LT-NO		HEM	305.8	44	10	100	2.9				923	273	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns008	l
ns008d1	ns008d									Igneous : Intrusive	Sill	Diorite							This study		North Shore Volcanics	ns008	
ns008d1	ns008d	ns008d1 : LT-NO		HEM	310.8	33.7	10	0	2.9				923	273	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns008	l
ns008d2	ns008d									Igneous : Intrusive	Sill	Diorite							This study		North Shore Volcanics	ns008	
ns008e1	ns008e									Igneous : Intrusive	Sill	Diorite							This study		North Shore Volcanics	ns008	
ns008f1	ns008f									Igneous : Intrusive	Sill	Diorite							This study		North Shore Volcanics	ns008	
ns008g1	ns008g									Igneous : Intrusive	Sill	Diorite							This study		North Shore Volcanics	ns008	
ns008h1	ns008h	ns008h1 : LT-NO		HEM	301.9	42.7	11	100	2.3				948	273	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns008	l
ns008h1	ns008h	ns008h1 : LT-NO		HEM	307.2	32.8	11	0	2.3				948	273	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns008	l
ns008h1	ns008h									Igneous : Intrusive	Sill	Diorite							This study		North Shore Volcanics	ns008	
ns008h2	ns008h									Igneous : Intrusive	Sill	Diorite							This study		North Shore Volcanics	ns008	
ns008i1	ns008i									Igneous : Intrusive	Sill	Diorite							This study		North Shore Volcanics	ns008	
ns008j1	ns008j									Igneous : Intrusive	Sill	Diorite							This study		North Shore Volcanics	ns008	
ns008k1	ns008k									Igneous : Intrusive	Sill	Diorite							This study		North Shore Volcanics	ns008	
ns009a1	ns009a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009a1	ns009a	ns009a1 : LT-NO		HEM	290.6	46.5	6	0	1.5				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns009	l
ns009a1	ns009a	ns009a1 : LT-NO		HEM	278.9	53.5	6	100	1.5				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns009	l
ns009a2	ns009a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009b1	ns009b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009b1	ns009b	ns009b1 : LT-NO		MAG	287.9	43.2	9	0	2				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns009	l
ns009b1	ns009b	ns009b1 : LT-NO		MAG	277.2	49.9	9	100	2				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns009	l
ns009b1	ns009b	ns009b1 : LT-NO		MAG	154.4	46.3	9	-1	2				873	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns009	l
ns009b2	ns009b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009c1	ns009c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009c1	ns009c	ns009c1 : LT-NO		HEM	289.7	40.9	6	0	1				948	573	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns009	l
ns009c1	ns009c	ns009c1 : LT-NO		HEM	280.2	48	6	100	1				948	573	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns009	l
ns009c2	ns009c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009d1	ns009d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009d2	ns009d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009e1	ns009e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009e1	ns009e	ns009e1 : LT-NO		HEM	294.8	41.3	11	0	1				948	273	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns009	l
ns009e1	ns009e	ns009e1 : LT-NO		HEM	285.7	49.2	11	100	1				948	273	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns009	l
ns009e2	ns009e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009e3	ns009e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009f1	ns009f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009f1	ns009f	ns009f1 : LT-NO		HEM	282.5	45	4	100	1.2				948	823	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns009	l
ns009f1	ns009f	ns009f1 : LT-NO		HEM	290.9	37.6	4	0	1.2				948	823	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns009	l
ns009f2	ns009f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns009f3	ns009f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns009	
ns010a1	ns010a	ns010a1 : LT-NO		HEM	284	39.1	8	100	2.1				948	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns010	l
ns010a1	ns010a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns010	
ns010a1	ns010a	ns010a1 : LT-NO		HEM	290.7	31.6	8	0	2.1				948	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns010	l
ns010b1	ns010b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns010	
ns010b1	ns010b	ns010b1 : LT-NO		HEM	281.9	35.7	7	100	1				948	723	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns010	l
ns010b1	ns010b	ns010b1 : LT-NO		HEM	288	28.6	7	0	1				948	723	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns010	l
ns010b2	ns010b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns010	
ns010c1	ns010c	ns010c1 : LT-NO		HEM	284	40.8	6	100	0.5				923	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns010	l
ns010c1	ns010c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns010	
ns010c1	ns010c	ns010c1 : LT-NO		HEM	291.1	33.3	6	0	0.5				923	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns010	l
ns010c2	ns010c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns010	
ns010d1	ns010d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns010	
ns010d1	ns010d	ns010d1 : LT-NO		HEM	283.4	42.1	10	100	1.3				923	273	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns010	l
ns010d1	ns010d	ns010d1 : LT-NO		HEM	290.9	34.7	10	0	1.3				923	273	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns010	l
ns010e1	ns010e	ns010e1 : LT-NO		HEM	300.7	30.1	8	0	1.2				923	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns010	l
ns010e1	ns010e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns010	
ns010e1	ns010e	ns010e1 : LT-NO		HEM	295.2	39.2	8	100	1.2				923	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns010	l
ns010e2	ns010e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns010	
ns010f1	ns010f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns010	
ns011a1	ns011a	ns011a1 : LT-NO		HEM	291.8	22.7	12	0	0.9				0.18	0.01	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns011	l
ns011a1	ns011a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011a1	ns011a	ns011a1 : LT-NO		HEM	287.2	30.5	12	100	0.9				0.18	0.01	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns011	l
ns011a2	ns011a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011a3	ns011a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011b1	ns011b	ns011b1 : LT-NO		HEM	294.4	22.4	6	0	1.1				948	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns011	l
ns011b1	ns011b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011b1	ns011b	ns011b1 : LT-NO		HEM	290	30.7	6	100	1.1				948	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns011	l
ns011b2	ns011b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011c1	ns011c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011c1	ns011c	ns011c1 : LT-NO		HEM	294.7	16	4	0	0.8				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns011	l
ns011c1	ns011c	ns011c1 : LT-NO		HEM	291.6	24.4	4	100	0.8				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns011	l
ns011c2	ns011c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011c3	ns011c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011d1	ns011d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011d1	ns011d	ns011d1 : LT-NO		HEM	289.2	19.8	5	0	0.8				923	723	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns011	l
ns011d1	ns011d	ns011d1 : LT-NO		HEM	285.1	27.2	5	100	0.8				923	723	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns011	l
ns011d2	ns011d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011e1	ns011e	ns011e1 : LT-NO		HEM	298.8	14.1	6	0	0.5				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns011	l
ns011e1	ns011e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011e1	ns011e	ns011e1 : LT-NO		HEM	296.1	23.1	6	100	0.5				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns011	l
ns011e2	ns011e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011f1	ns011f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns011g1	ns011g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns011	
ns012a1	ns012a	ns012a1 : LT-NO		MAG	125.1	23.7	7	-1	1				0.18	0.05	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns012	l
ns012a1	ns012a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns012	
ns012a1	ns012a	ns012a1 : LT-NO		MAG	286.6	34.5	7	0	1				0.18	0.05	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns012	l
ns012a1	ns012a	ns012a1 : LT-NO		MAG	279.7	42.8	7	100	1				0.18	0.05	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns012	l
ns012a2	ns012a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns012	
ns012b1	ns012b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns012	
ns012b1	ns012b	ns012b1 : LT-NO		HEM	284.1	44.1	5	0	0.3				948	823	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns012	l
ns012b1	ns012b	ns012b1 : LT-NO		HEM	273.8	51.9	5	100	0.3				948	823	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns012	l
ns012c1	ns012c	ns012c1 : LT-NO		HEM	284.6	39.4	4	100	0.9				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns012	l
ns012c1	ns012c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns012	
ns012c1	ns012c	ns012c1 : LT-NO		HEM	290.2	30.4	4	0	0.9				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns012	l
ns012c2	ns012c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns012	
ns012d1	ns012d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns012	
ns012d2	ns012d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns012	
ns012d2	ns012d	ns012d2 : LT-NO		HEM	289.3	27.7	9	0	1.2				923	373	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns012	l
ns012d2	ns012d	ns012d2 : LT-NO		HEM	284.2	36.6	9	100	1.2				923	373	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns012	l
ns012d3	ns012d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns012	
ns012e1	ns012e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns012	
ns012e2	ns012e	ns012e2 : LT-NO		HEM	285.6	36.7	9	100	1.1				923	373	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns012	l
ns012e2	ns012e	ns012e2 : LT-NO		HEM	290.6	27.6	9	0	1.1				923	373	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns012	l
ns012e2	ns012e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns012	
ns012f1	ns012f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns012	
ns012g1	ns012g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns012	
ns013a1	ns013a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013a1	ns013a	ns013a1 : LT-NO		HEM	289.6	35	4	100	1.4				948	823	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns013	l
ns013a1	ns013a	ns013a1 : LT-NO		HEM	293.9	25.4	4	0	1.4				948	823	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns013	l
ns013a2	ns013a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013b1	ns013b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013b2	ns013b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013b3	ns013b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013c1	ns013c	ns013c1 : LT-NO		HEM	289.2	31.8	4	0	0.4				948	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns013	l
ns013c1	ns013c	ns013c1 : LT-NO		HEM	283.2	40.7	4	100	0.4				948	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns013	l
ns013c1	ns013c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013c2	ns013c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013d1	ns013d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013d2	ns013d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013d3	ns013d	ns013d3 : LT-NO		HEM	285.7	36.9	6	100	0.7				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns013	l
ns013d3	ns013d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013d3	ns013d	ns013d3 : LT-NO		HEM	290.7	27.8	6	0	0.7				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns013	l
ns013e1	ns013e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013e2	ns013e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013e3	ns013e	ns013e3 : LT-NO		HEM	281.8	40.2	7	100	0.5				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns013	l
ns013e3	ns013e	ns013e3 : LT-NO		HEM	287.9	31.6	7	0	0.5				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns013	l
ns013e3	ns013e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013f1	ns013f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns013f2	ns013f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns013	
ns014a1	ns014a	ns014a1 : LT-NO		HEM	271	31.6	10	100	1.2				0.18	0.02	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns014	l
ns014a1	ns014a	ns014a1 : LT-NO		HEM	276	24.1	10	0	1.2				0.18	0.02	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns014	l
ns014a1	ns014a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns014	
ns014b1	ns014b	ns014b1 : LT-NO		HEM	277.7	24.7	9	0	1.2				873	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns014	l
ns014b1	ns014b	ns014b1 : LT-NO		HEM	272.7	32.5	9	100	1.2				873	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns014	l
ns014b1	ns014b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns014	
ns014c1	ns014c	ns014c1 : LT-NO		HEM	280.3	25.3	6	0	1.1				923	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns014	l
ns014c1	ns014c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns014	
ns014c1	ns014c	ns014c1 : LT-NO		HEM	275.3	33.5	6	100	1.1				923	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns014	l
ns014c2	ns014c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns014	
ns014d1	ns014d	ns014d1 : LT-NO		HEM	271.1	29.8	7	100	2.5				923	573	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns014	l
ns014d1	ns014d	ns014d1 : LT-NO		HEM	275.7	22.4	7	0	2.5				923	573	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns014	l
ns014d1	ns014d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns014	
ns014e1	ns014e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns014	
ns014f1	ns014f	ns014f1 : LT-NO		HEM	278.8	23.2	8	0	1.7				923	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns014	l
ns014f1	ns014f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns014	
ns014f1	ns014f	ns014f1 : LT-NO		HEM	274.1	31.1	8	100	1.7				923	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns014	l
ns014g1	ns014g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns014	
ns014h1	ns014h									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns014	
ns015a1	ns015a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns015	
ns015a1	ns015a	ns015a1 : LT-NO		HEM	295.6	26.3	8	100	1.9				948	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns015	l
ns015a1	ns015a	ns015a1 : LT-NO		HEM	297.7	15.7	8	0	1.9				948	473	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns015	l
ns015a2	ns015a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns015	
ns015a3	ns015a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns015	
ns015b1	ns015b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns015	
ns015b1	ns015b	ns015b1 : LT-NO		HEM	295.8	15.9	5	0	0.6				948	823	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns015	l
ns015b1	ns015b	ns015b1 : LT-NO		HEM	293.4	26.3	5	100	0.6				948	823	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns015	l
ns015b2	ns015b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns015	
ns015b3	ns015b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns015	
ns015c1	ns015c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns015	
ns015d1	ns015d	ns015d1 : LT-NO		MAG	292.1	23.5	4	100	0.7				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns015	l
ns015d1	ns015d	ns015d1 : LT-NO		MAG	294.2	13.3	4	0	0.7				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns015	l
