tab	samples
sample	site	specimens	dir_comp_name	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	criteria	description	software_packages	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	orientation_quality	citations	method_codes	timestamp	timestamp	timestamp	timestamp	location	sample_direction_type
ns066a	ns066	ns066a1	HEM	309.9	21.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns066a	ns066									46.86674	268.0474	Igneous : Extrusive	Lava Flow	Basalt				302.2	0	19	108	-89	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns066b	ns066									46.86674	268.0474	Igneous : Extrusive	Lava Flow	Basalt				73.9	0	19	108	-4	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns066b	ns066	ns066b1	MAG	307.8	51.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns066b	ns066	ns066b1	MAG	302.6	33	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns066c	ns066	ns066c1	HEM	313.7	18.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns066c	ns066	ns066c1	HEM	318.2	35.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns066c	ns066									46.86674	268.0474	Igneous : Extrusive	Lava Flow	Basalt				310.3	0	19	108	-36	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns066d	ns066	ns066d1	HEM	320.3	36.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns066d	ns066	ns066d1	HEM	315.2	20.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns066d	ns066									46.86674	268.0474	Igneous : Extrusive	Lava Flow	Basalt				320.1	0	19	108	-12	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns066e	ns066	ns066e1	HEM	313	18.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns066e	ns066									46.86674	268.0474	Igneous : Extrusive	Lava Flow	Basalt				289.5	0	19	108	-15	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns066e	ns066	ns066e1	HEM	317.5	35.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns066f	ns066									46.86674	268.0474	Igneous : Extrusive	Lava Flow	Basalt				221	0	19	108	-9	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns067a	ns067	ns067a1	HEM	284.4	46	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns067a	ns067	ns067a1	HEM	285.2	27	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns067a	ns067									46.87085	268.05704	Igneous : Extrusive	Lava Flow	Basalt				61	0	19	108	-39	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns067b	ns067	ns067b1	HEM	286.3	25	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns067b	ns067	ns067b1	HEM	285.9	44	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns067b	ns067									46.87085	268.05704	Igneous : Extrusive	Lava Flow	Basalt				50.2	0	19	108	-41	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns067c	ns067									46.87085	268.05704	Igneous : Extrusive	Lava Flow	Basalt				122.4	0	19	108	-73	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns067c	ns067	ns067c3	HEM	291.8	28.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns067c	ns067	ns067c3	HEM	292.9	47.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns067d	ns067									46.87085	268.05704	Igneous : Extrusive	Lava Flow	Basalt		## direction deleted because: bad mark in field##.		140	0	19	108	-12	b	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns067e	ns067	ns067e1	HEM	286.8	34.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns067e	ns067	ns067e1	HEM	286.4	53.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns067e	ns067									46.87085	268.05704	Igneous : Extrusive	Lava Flow	Basalt				62.4	0	19	108	-50	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns067f	ns067	ns067f2	MAG	286.4	45.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns067f	ns067	ns067f2	MAG	286.7	26.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns067f	ns067									46.87085	268.05704	Igneous : Extrusive	Lava Flow	Basalt				98.9	0	19	108	-74	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns068a	ns068	ns068a1	MAG	312.4	36.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns068a	ns068	ns068a1	MAG	308.6	19.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns068a	ns068									46.86433	268.04385	Igneous : Extrusive	Lava Flow	Basalt				259.8	0	19	108	-25	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns068b	ns068	ns068b1	MAG	324.1	30	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns068b	ns068	ns068b1	MAG	319.8	14.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns068b	ns068									46.86433	268.04385	Igneous : Extrusive	Lava Flow	Basalt				251.2	0	19	108	-16	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns068c	ns068									46.86433	268.04385	Igneous : Extrusive	Lava Flow	Basalt				146	0	19	108	-32	b	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns068d	ns068									46.86433	268.04385	Igneous : Extrusive	Lava Flow	Basalt				167.2	0	19	108	-27	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns068d	ns068	ns068d1	MAG	307.5	29.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns068d	ns068	ns068d1	MAG	305.2	11.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns068e	ns068									46.86433	268.04385	Igneous : Extrusive	Lava Flow	Basalt				251	0	19	108	-29	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns068f	ns068	ns068f1	MAG	309.6	19.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns068f	ns068									46.86433	268.04385	Igneous : Extrusive	Lava Flow	Basalt				79.7	0	19	108	-6	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns068f	ns068	ns068f1	MAG	313.8	36.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns068g	ns068									46.86433	268.04385	Igneous : Extrusive	Lava Flow	Basalt				247.5	0	19	108	-11	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns068g	ns068	ns068g2	HEM	310.5	17.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns068g	ns068	ns068g2	HEM	314.5	35.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns069a	ns069	ns069a1	MAG	326.1	29.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns069a	ns069									46.8676	268.04854	Igneous : Extrusive	Lava Flow	Basalt				137.7	0	19	108	-27	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns069a	ns069	ns069a1	MAG	335.6	43.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns069b	ns069									46.8676	268.04854	Igneous : Extrusive	Lava Flow	Basalt		## direction deleted because: bad mark in field##.		164	0	19	108	-34	b	This study	FS-FD : SO-POM : SO-MAG	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns069c	ns069									46.8676	268.04854	Igneous : Extrusive	Lava Flow	Basalt				295	0	19	108	-55	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns069d	ns069									46.8676	268.04854	Igneous : Extrusive	Lava Flow	Basalt				227	0	19	108	-70	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns069e	ns069									46.8676	268.04854	Igneous : Extrusive	Lava Flow	Basalt				209	0	19	108	-82	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns069f	ns069									46.8676	268.04854	Igneous : Extrusive	Lava Flow	Basalt				316.7	0	19	108	-54	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns069f	ns069	ns069f2	MAG	311.3	48.3	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns069f	ns069	ns069f2	MAG	305.7	30.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns070a	ns070									46.86164	268.04036	Igneous : Extrusive	Lava Flow	Rhyolite				335.8	0	19	108	-28	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns070a	ns070	ns070a1	HEM	345.3	66.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns070a	ns070	ns070a1	HEM	34.3	69.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns070b	ns070	ns070b1	MAG	167.4	15.6	1	0	1	0								pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO					North Shore Volcanics	p
ns070b	ns070	ns070b1	MAG	344.4	-5.5	1	0	1	100								pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	p
ns070b	ns070									46.86164	268.04036	Igneous : Extrusive	Lava Flow	Rhyolite				158.6	0	19	108	-36	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns070c	ns070	ns070c1	HEM	28.5	-8.2	1	0	1	100								pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	p
ns070c	ns070	ns070c1	HEM	30.5	-4.3	1	0	1	0								pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO					North Shore Volcanics	p
ns070c	ns070									46.86164	268.04036	Igneous : Extrusive	Lava Flow	Rhyolite				38.2	0	19	108	-33	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns070c	ns070	ns070c2	HEM	302.6	57.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns070c	ns070	ns070c2	HEM	298	39.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns070d	ns070									46.86164	268.04036	Igneous : Extrusive	Lava Flow	Rhyolite				299	0	19	108	-23	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns070e	ns070	ns070e1	MAG	204.1	10.2	1	0	1	100								pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	p
ns070e	ns070									46.86164	268.04036	Igneous : Extrusive	Lava Flow	Rhyolite				22.9	0	19	108	-23	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns070e	ns070	ns070e1	MAG	207.1	7.7	1	0	1	0								pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO					North Shore Volcanics	p
ns070f	ns070	ns070f1	HEM	209	12.3	1	0	1	100								pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	p
ns070f	ns070	ns070f1	HEM	212.4	8.1	1	0	1	0								pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO					North Shore Volcanics	p
ns070f	ns070									46.86164	268.04036	Igneous : Extrusive	Lava Flow	Rhyolite				0.8	0	19	108	-40	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns071a	ns071									46.8673	268.04816	Igneous : Extrusive	Lava Flow	Basalt				201.3	0	19	108	-74	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns071a	ns071	ns071a1	HEM	38.1	-19.8	1	0	1	100								pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	p
ns071a	ns071	ns071a1	HEM	223.2	12.4	1	0	1	0								pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO					North Shore Volcanics	p
ns071b	ns071	ns071b1	MAG	310.4	19.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns071b	ns071									46.8673	268.04816	Igneous : Extrusive	Lava Flow	Basalt				164.6	0	19	108	-19	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns071b	ns071	ns071b1	MAG	314.7	37.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns071c	ns071									46.8673	268.04816	Igneous : Extrusive	Lava Flow	Basalt				280	0	19	108	-89	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns071c	ns071	ns071c1	MAG	302.4	30.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns071c	ns071	ns071c1	MAG	307	48.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns071d	ns071	ns071d2	MAG	309.2	40.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns071d	ns071									46.8673	268.04816	Igneous : Extrusive	Lava Flow	Basalt				284.3	0	19	108	-52	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns071d	ns071	ns071d2	MAG	305.3	22.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns071e	ns071									46.8673	268.04816	Igneous : Extrusive	Lava Flow	Basalt				208.2	0	19	108	-55	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns071e	ns071	ns071e1	MAG	317.9	53.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns071e	ns071	ns071e1	MAG	309.5	36.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns071f	ns071	ns071f2	MAG	300.4	28	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns071f	ns071									46.8673	268.04816	Igneous : Extrusive	Lava Flow	Basalt				96.7	0	19	108	-65	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns071f	ns071	ns071f2	MAG	303.9	46.4	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns072a	ns072	ns072a1	MAG	185.3	14.5	1	0	1	100								pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	p
ns072a	ns072	ns072a1	MAG	190.8	17.8	1	0	1	0								pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO					North Shore Volcanics	p
ns072a	ns072									46.85836	268.03466	Igneous : Extrusive	Lava Flow	Rhyolite				330	0	19	108	-41	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns072b	ns072									46.85836	268.03466	Igneous : Extrusive	Lava Flow	Rhyolite				286.3	0	19	108	-31	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns072b	ns072	ns072b1	MAG	290.7	58.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns072b	ns072	ns072b1	MAG	289.8	39.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns072c	ns072									46.85836	268.03466	Igneous : Extrusive	Lava Flow	Rhyolite				275.1	0	19	108	-50	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns072c	ns072	ns072c1	HEM	180.3	22.9	1	0	1	0								pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO					North Shore Volcanics	p
ns072c	ns072	ns072c1	HEM	174	16.1	1	0	1	100								pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	p
ns072d	ns072									46.85836	268.03466	Igneous : Extrusive	Lava Flow	Rhyolite				265.9	0	19	108	-35	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns072d	ns072	ns072d1	MAG	285.4	32.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns072d	ns072	ns072d1	MAG	284.4	51.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns072e	ns072									46.85836	268.03466	Igneous : Extrusive	Lava Flow	Rhyolite				292.8	0	19	108	-51	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns072e	ns072	ns072e1	HEM	192.8	18.1	1	0	1	0								pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO					North Shore Volcanics	p
ns072e	ns072	ns072e1	HEM	187.1	15.4	1	0	1	100								pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	p
ns072f	ns072									46.85836	268.03466	Igneous : Extrusive	Lava Flow	Rhyolite				303	0	19	108	-53	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns073a	ns073									46.86576	268.04598	Igneous : Extrusive	Lava Flow	Rhyolite		## direction deleted because: bad mark in field##.		208	0	19	108	-24	b	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns073b	ns073									46.86576	268.04598	Igneous : Extrusive	Lava Flow	Rhyolite				295.1	0	19	108	-15	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns073b	ns073	ns073b1	MAG	293.8	20	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns073b	ns073	ns073b1	MAG	295.1	38.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns073c	ns073	ns073c1	MAG	315.2	34.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns073c	ns073									46.86576	268.04598	Igneous : Extrusive	Lava Flow	Rhyolite				300.2	0	19	108	-28	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns073c	ns073	ns073c1	MAG	311.3	17	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns073d	ns073									46.86576	268.04598	Igneous : Extrusive	Lava Flow	Rhyolite				296.4	0	19	108	-22	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:17:00:00:00.00		2006:07:17:00:00:00.00		North Shore Volcanics	
ns073d	ns073	ns073d2	MAG	308	36.4	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns073d	ns073	ns073d2	MAG	304.9	18.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns073e	ns073	ns073e1	HEM	311.2	10.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
