tab	samples
sample	site	specimens	dir_comp_name	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	criteria	description	software_packages	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	orientation_quality	citations	method_codes	timestamp	timestamp	timestamp	timestamp	location	sample_direction_type
ns020b	ns020	ns020b1	HEM	310.2	5.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns020b	ns020									47.77857	269.80928	Igneous : Extrusive	Lava Flow	Basalt				339.4	0	10	180	-85	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns020b	ns020	ns020b1	HEM	308.9	12.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns020c	ns020									47.77857	269.80928	Igneous : Extrusive	Lava Flow	Basalt				288.2	0	10	180	-41	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns020c	ns020	ns020c1	HEM	307.8	10	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns020c	ns020	ns020c1	HEM	305.9	16	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns020d	ns020									47.77857	269.80928	Igneous : Extrusive	Lava Flow	Basalt				285.5	0	10	180	-62	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns020d	ns020	ns020d1	HEM	299.8	15	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns020d	ns020	ns020d1	HEM	301.7	9.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns020e	ns020	ns020e2	HEM	297.4	9.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns020e	ns020	ns020e2	HEM	295.5	13.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns020e	ns020									47.77857	269.80928	Igneous : Extrusive	Lava Flow	Basalt				337.7	0	10	180	-102	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns020f	ns020									47.77857	269.80928	Igneous : Extrusive	Lava Flow	Basalt				330	0	10	180	-94	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns020g	ns020									47.77857	269.80928	Igneous : Extrusive	Lava Flow	Basalt				394	0	10	180	-96	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns021a	ns021	ns021a1	HEM	310	24.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns021a	ns021									47.77705	269.7795	Igneous : Extrusive	Lava Flow	Rhyolite				342.8	357.8	10	180	-38	g	This study	FS-FD : SO-POM : SO-CMD-NORTH	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns021a	ns021	ns021a1	HEM	312.9	17.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns021b	ns021	ns021b1	HEM	311.2	21.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns021b	ns021									47.77705	269.7795	Igneous : Extrusive	Lava Flow	Rhyolite				309.6	0	10	180	-83	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns021b	ns021	ns021b1	HEM	307.6	27.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns021c	ns021									47.77705	269.7795	Igneous : Extrusive	Lava Flow	Rhyolite				299.2	0	10	180	-37	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns021c	ns021	ns021c1	HEM	309.8	24	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns021c	ns021	ns021c1	HEM	305.8	30.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns021d	ns021	ns021d2	HEM	310.6	21.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns021d	ns021									47.77705	269.7795	Igneous : Extrusive	Lava Flow	Rhyolite				71.9	0	10	180	-32	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns021d	ns021	ns021d2	HEM	307.1	27.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns021e	ns021									47.77705	269.7795	Igneous : Extrusive	Lava Flow	Rhyolite				75	0	10	180	-18	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns021e	ns021	ns021e1	HEM	309.8	27.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns021e	ns021	ns021e1	HEM	313.2	20.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns021f	ns021									47.77705	269.7795	Igneous : Extrusive	Lava Flow	Rhyolite				19	0	10	180	-69	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns022a	ns022	ns022a1	MAG	37.2	2.5	1	0	1	100								pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	p
ns022a	ns022									47.79647	269.87137	Igneous : Extrusive	Lava Flow	Rhyolite				351.2	0	10	180	-58	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns022a	ns022	ns022a1	MAG	37.3	-5.4	1	0	1	0								pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO					North Shore Volcanics	p
ns022b	ns022									47.79647	269.87137	Igneous : Extrusive	Lava Flow	Rhyolite				327.9	0	10	180	-32	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns022b	ns022	ns022b1	MAG	301.9	36.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns022b	ns022	ns022b1	MAG	294.8	41.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns022c	ns022									47.79647	269.87137	Igneous : Extrusive	Lava Flow	Rhyolite				338	0	10	180	-94	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns022c	ns022	ns022c1	MAG	307.8	35.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns022c	ns022	ns022c1	MAG	301.2	41.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns022d	ns022									47.79647	269.87137	Igneous : Extrusive	Lava Flow	Rhyolite				46	0	10	180	-10	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns022e	ns022									47.79647	269.87137	Igneous : Extrusive	Lava Flow	Rhyolite				345.6	0	10	180	-57	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns022e	ns022	ns022e1	MAG	306.5	29.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns022e	ns022	ns022e1	MAG	301.2	35.4	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns022f	ns022	ns022f1	MAG	308.5	27.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns022f	ns022	ns022f1	MAG	303.8	33.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns022f	ns022									47.79647	269.87137	Igneous : Extrusive	Lava Flow	Rhyolite				347.4	0	10	180	-7	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns023a	ns023	ns023a1	HEM	302.7	21.3	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns023a	ns023	ns023a1	HEM	305.5	15.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns023a	ns023									47.77633	269.79895	Igneous : Extrusive	Lava Flow	Basalt				60.9	0	10	180	-102	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns023b	ns023	ns023b1	HEM	303	17.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns023b	ns023									47.77633	269.79895	Igneous : Extrusive	Lava Flow	Basalt				306.7	0	10	180	-81	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns023b	ns023	ns023b1	HEM	305.1	11.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns023c	ns023	ns023c1	HEM	301.1	21.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns023c	ns023									47.77633	269.79895	Igneous : Extrusive	Lava Flow	Basalt				322.6	0	10	180	-80	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns023c	ns023	ns023c1	HEM	304	16.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns023d	ns023									47.77633	269.79895	Igneous : Extrusive	Lava Flow	Basalt				325	0	10	180	-92	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns023e	ns023									47.77633	269.79895	Igneous : Extrusive	Lava Flow	Basalt				324.8	357.8	10	180	-92	g	This study	FS-FD : SO-POM : SO-CMD-NORTH	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns023e	ns023	ns023e1	HEM	307.9	11.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns023e	ns023	ns023e1	HEM	305.8	17.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns023f	ns023									47.77633	269.79895	Igneous : Extrusive	Lava Flow	Basalt				351	0	10	180	-64	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns023g	ns023	ns023g1	HEM	305.6	14.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns023g	ns023	ns023g1	HEM	303	20.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns023g	ns023									47.77633	269.79895	Igneous : Extrusive	Lava Flow	Basalt				284.2	0	10	180	-70	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns023h	ns023									47.77633	269.79895	Igneous : Extrusive	Lava Flow	Basalt				309	0	10	180	-90	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:11:00:00:00.00		2006:07:11:00:00:00.00		North Shore Volcanics	
ns024a	ns024	ns024a1	MAG	139	-67.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns024a	ns024	ns024a1	MAG	114.4	-72.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns024a	ns024									47.92843	270.27459	Igneous : Extrusive	Lava Flow	Basalt				311.3	0	10	190	-79	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns024b	ns024	ns024b1	HEM	156.2	-73.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns024b	ns024									47.92843	270.27459	Igneous : Extrusive	Lava Flow	Basalt				318.4	0	10	190	-62	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns024b	ns024	ns024b1	HEM	121.6	-80.4	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns024c	ns024	ns024c1	HEM	149.6	-68	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns024c	ns024									47.92843	270.27459	Igneous : Extrusive	Lava Flow	Basalt				313.2	0	10	190	-71	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns024c	ns024	ns024c1	HEM	126.2	-74.3	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns024d	ns024									47.92843	270.27459	Igneous : Extrusive	Lava Flow	Basalt				343	0	10	190	-74	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns024e	ns024	ns024e2	HEM	139.6	-67.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns024e	ns024									47.92843	270.27459	Igneous : Extrusive	Lava Flow	Basalt				309.3	0	10	190	-79	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns024e	ns024	ns024e2	HEM	115.6	-72	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns024f	ns024	ns024f2	HEM	145.5	-69.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns024f	ns024	ns024f2	HEM	118.5	-75.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns024f	ns024									47.92843	270.27459	Igneous : Extrusive	Lava Flow	Basalt				337.9	0	10	190	-67	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns025a	ns025	ns025a1	MAG	134.4	-65.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns025a	ns025	ns025a1	MAG	146.4	-58	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns025a	ns025									47.77634	269.79893	Igneous : Intrusive	Sill	Diabase				303.5	0	10	180	-68	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns025b	ns025	ns025b1	MAG	118.9	-68	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns025b	ns025									47.77634	269.79893	Igneous : Intrusive	Sill	Diabase				323.8	0	10	180	-38	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns025b	ns025	ns025b1	MAG	136	-61.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns025c	ns025									47.77634	269.79893	Igneous : Intrusive	Sill	Diabase				326	0	10	180	-66	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns025d	ns025	ns025d1	MAG	72.5	-62.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns025d	ns025									47.77634	269.79893	Igneous : Intrusive	Sill	Diabase				245.6	0	10	180	-85	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns025d	ns025	ns025d1	MAG	91.9	-63.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns025e	ns025									47.77634	269.79893	Igneous : Intrusive	Sill	Diabase				319.3	0	10	180	-59	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns025e	ns025	ns025e1	MAG	128.9	-76.3	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns025e	ns025	ns025e1	MAG	149.8	-68.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns025f	ns025									47.77634	269.79893	Igneous : Intrusive	Sill	Diabase				309	0	10	180	-96	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns025g	ns025									47.77634	269.79893	Igneous : Intrusive	Sill	Diabase				252.6	0	10	180	-65	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns025g	ns025	ns025g1	HEM	126.7	-67.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns025g	ns025	ns025g1	HEM	141.6	-60.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns026a	ns026	ns026a1	MAG	126.1	-61.4	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns026a	ns026	ns026a1	MAG	139.9	-55.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns026a	ns026									47.91243	270.24872	Igneous : Extrusive	Lava Flow	Andesite				300.3	0	10	190	-24	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns026b	ns026	ns026b2	MAG	124.1	-63.3	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns026b	ns026									47.91243	270.24872	Igneous : Extrusive	Lava Flow	Andesite				263.1	0	10	190	-19	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns026b	ns026	ns026b2	MAG	139.3	-58	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns026c	ns026									47.91243	270.24872	Igneous : Extrusive	Lava Flow	Andesite				348.9	0	10	190	-89	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns026c	ns026	ns026c2	MAG	137.8	-59.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns026c	ns026	ns026c2	MAG	121	-64.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns026d	ns026									47.91243	270.24872	Igneous : Extrusive	Lava Flow	Andesite				337.5	0	10	190	-50	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns026d	ns026	ns026d1	MAG	134.8	-58.3	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns026d	ns026	ns026d1	MAG	145.7	-51.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns026e	ns026	ns026e2	MAG	123.2	-62.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns026e	ns026									47.91243	270.24872	Igneous : Extrusive	Lava Flow	Andesite				300.8	0	10	190	-33	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns026e	ns026	ns026e2	MAG	137.9	-57.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns026f	ns026									47.91243	270.24872	Igneous : Extrusive	Lava Flow	Andesite				281	0	10	190	-85	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns027a	ns027									47.90276	270.22183	Igneous : Intrusive	Sill	Diabase				334.2	0	10	190	-33	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns027a	ns027	ns027a1	MAG	304.7	45.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns027a	ns027	ns027a1	MAG	294.6	48.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns027b	ns027									47.90276	270.22183	Igneous : Intrusive	Sill	Diabase				345.2	0	10	190	-78	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns027b	ns027	ns027b1	MAG	298.5	38.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns027b	ns027	ns027b1	MAG	290.3	41.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns027c	ns027									47.90276	270.22183	Igneous : Intrusive	Sill	Diabase				284.9	0	10	190	-80	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:12:00:00:00.00		2006:07:12:00:00:00.00		North Shore Volcanics	
ns027c	ns027	ns027c1	MAG	294.2	47.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
