tab 	measurements
citations	dir_csd	dir_dec	dir_inc	experiment	location	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sample	site	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	0.3	181.4	34.6	ns065e1:LP-DIR-T	North Shore Volcanics	2.169e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns065e	ns065	ns065e1	u	SAN	0	0	0	90	373
This study	0.2	180.9	41.7	ns065e1:LP-DIR-T	North Shore Volcanics	2.39e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns065e	ns065	ns065e1	u	SAN	0	0	0	90	473
This study	0.3	181.1	44.6	ns065e1:LP-DIR-T	North Shore Volcanics	2.361e-05	4	273	3	LT-T-Z : LP-DIR-T	g	ns065e	ns065	ns065e1	u	SAN	0	0	0	90	573
This study	0.2	181	47.3	ns065e1:LP-DIR-T	North Shore Volcanics	2.194e-05	4	273	4	LT-T-Z : LP-DIR-T	g	ns065e	ns065	ns065e1	u	SAN	0	0	0	90	673
This study	0.3	180.2	47.8	ns065e1:LP-DIR-T	North Shore Volcanics	2.068e-05	4	273	5	LT-T-Z : LP-DIR-T	g	ns065e	ns065	ns065e1	u	SAN	0	0	0	90	723
This study	0.2	180.8	48.2	ns065e1:LP-DIR-T	North Shore Volcanics	1.585e-05	4	273	6	LT-T-Z : LP-DIR-T	g	ns065e	ns065	ns065e1	u	SAN	0	0	0	90	773
This study	0.3	180.1	49.5	ns065e1:LP-DIR-T	North Shore Volcanics	6.887e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns065e	ns065	ns065e1	u	SAN	0	0	0	90	823
This study	1.3	178.5	53.5	ns065e1:LP-DIR-T	North Shore Volcanics	9.909e-07	4	273	8	LT-T-Z : LP-DIR-T	g	ns065e	ns065	ns065e1	u	SAN	0	0	0	90	873
This study	0.2	6.6	58.8	ns066c1:LP-DIR-T	North Shore Volcanics	2.371e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns066c	ns066	ns066c1	u	SAN	0	0	0	90	373
This study	0.2	4.8	56.8	ns066c1:LP-DIR-T	North Shore Volcanics	2.365e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns066c	ns066	ns066c1	u	SAN	0	0	0	90	473
This study	0.2	6.1	55.4	ns066c1:LP-DIR-T	North Shore Volcanics	2.294e-05	4	273	3	LT-T-Z : LP-DIR-T	g	ns066c	ns066	ns066c1	u	SAN	0	0	0	90	573
This study	0.1	5.7	54.3	ns066c1:LP-DIR-T	North Shore Volcanics	1.927e-05	4	273	4	LT-T-Z : LP-DIR-T	g	ns066c	ns066	ns066c1	u	SAN	0	0	0	90	673
This study	0.1	4.5	53.7	ns066c1:LP-DIR-T	North Shore Volcanics	1.538e-05	4	273	5	LT-T-Z : LP-DIR-T	g	ns066c	ns066	ns066c1	u	SAN	0	0	0	90	773
This study	0.1	4.6	53.5	ns066c1:LP-DIR-T	North Shore Volcanics	1.2e-05	4	273	6	LT-T-Z : LP-DIR-T	g	ns066c	ns066	ns066c1	u	SAN	0	0	0	90	823
This study	0.2	4.1	53.1	ns066c1:LP-DIR-T	North Shore Volcanics	3.153e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns066c	ns066	ns066c1	u	SAN	0	0	0	90	873
This study	0.4	2.9	53	ns066c1:LP-DIR-T	North Shore Volcanics	1.136e-06	4	273	8	LT-T-Z : LP-DIR-T	g	ns066c	ns066	ns066c1	u	SAN	0	0	0	90	923
This study	0.2	359.9	41.9	ns066d1:LP-DIR-T	North Shore Volcanics	1.095e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns066d	ns066	ns066d1	u	SAN	0	0	0	90	373
This study	0.2	356.2	39.4	ns066d1:LP-DIR-T	North Shore Volcanics	1.048e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns066d	ns066	ns066d1	u	SAN	0	0	0	90	473
This study	0.2	356.3	36.7	ns066d1:LP-DIR-T	North Shore Volcanics	9.385e-06	4	273	3	LT-T-Z : LP-DIR-T	g	ns066d	ns066	ns066d1	u	SAN	0	0	0	90	573
This study	0.2	356	33.1	ns066d1:LP-DIR-T	North Shore Volcanics	7.144e-06	4	273	4	LT-T-Z : LP-DIR-T	g	ns066d	ns066	ns066d1	u	SAN	0	0	0	90	673
This study	0.2	354.2	32.1	ns066d1:LP-DIR-T	North Shore Volcanics	6.667e-06	4	273	5	LT-T-Z : LP-DIR-T	g	ns066d	ns066	ns066d1	u	SAN	0	0	0	90	723
This study	0.2	355.3	31.6	ns066d1:LP-DIR-T	North Shore Volcanics	5.977e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns066d	ns066	ns066d1	u	SAN	0	0	0	90	773
This study	0.2	356.1	30.7	ns066d1:LP-DIR-T	North Shore Volcanics	4.303e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns066d	ns066	ns066d1	u	SAN	0	0	0	90	823
This study	0.3	355.2	29.7	ns066d1:LP-DIR-T	North Shore Volcanics	1.582e-06	4	273	8	LT-T-Z : LP-DIR-T	g	ns066d	ns066	ns066d1	u	SAN	0	0	0	90	873
This study	1	356.5	31.6	ns066d1:LP-DIR-T	North Shore Volcanics	5.923e-07	4	273	9	LT-T-Z : LP-DIR-T	g	ns066d	ns066	ns066d1	u	SAN	0	0	0	90	923
This study	0.2	27.7	38.3	ns066e1:LP-DIR-T	North Shore Volcanics	1.177e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns066e	ns066	ns066e1	u	SAN	0	0	0	90	373
This study	0.2	25.9	36.1	ns066e1:LP-DIR-T	North Shore Volcanics	1.148e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns066e	ns066	ns066e1	u	SAN	0	0	0	90	473
This study	0.2	26.1	34.5	ns066e1:LP-DIR-T	North Shore Volcanics	1.086e-05	4	273	3	LT-T-Z : LP-DIR-T	g	ns066e	ns066	ns066e1	u	SAN	0	0	0	90	573
This study	0.2	26.1	32.8	ns066e1:LP-DIR-T	North Shore Volcanics	9.187e-06	4	273	4	LT-T-Z : LP-DIR-T	g	ns066e	ns066	ns066e1	u	SAN	0	0	0	90	673
This study	0.2	26.8	32.6	ns066e1:LP-DIR-T	North Shore Volcanics	8.257e-06	4	273	5	LT-T-Z : LP-DIR-T	g	ns066e	ns066	ns066e1	u	SAN	0	0	0	90	723
This study	0.2	25.8	31.8	ns066e1:LP-DIR-T	North Shore Volcanics	7.204e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns066e	ns066	ns066e1	u	SAN	0	0	0	90	773
This study	0.2	25.5	31.1	ns066e1:LP-DIR-T	North Shore Volcanics	5.446e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns066e	ns066	ns066e1	u	SAN	0	0	0	90	823
This study	0.3	25.1	30.7	ns066e1:LP-DIR-T	North Shore Volcanics	1.622e-06	4	273	8	LT-T-Z : LP-DIR-T	g	ns066e	ns066	ns066e1	u	SAN	0	0	0	90	873
This study	0.4	21.4	32.8	ns066e1:LP-DIR-T	North Shore Volcanics	7.671e-07	4	273	9	LT-T-Z : LP-DIR-T	g	ns066e	ns066	ns066e1	u	SAN	0	0	0	90	923
This study	1.1	20.5	35.5	ns066e1:LP-DIR-T	North Shore Volcanics	2.845e-07	4	273	10	LT-T-Z : LP-DIR-T	g	ns066e	ns066	ns066e1	u	SAN	0	0	0	90	948
This study	0.1	175.8	-37.3	ns067c3:LP-DIR-T	North Shore Volcanics	2.369e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns067c	ns067	ns067c3	u	SAN	0	0	0	90	373
This study	0.2	170.1	-41.3	ns067c3:LP-DIR-T	North Shore Volcanics	2.191e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns067c	ns067	ns067c3	u	SAN	0	0	0	90	473
This study	0.2	168.4	-42.5	ns067c3:LP-DIR-T	North Shore Volcanics	2.002e-05	4	273	3	LT-T-Z : LP-DIR-T	g	ns067c	ns067	ns067c3	u	SAN	0	0	0	90	573
This study	0.1	167.4	-43.6	ns067c3:LP-DIR-T	North Shore Volcanics	1.366e-05	4	273	4	LT-T-Z : LP-DIR-T	g	ns067c	ns067	ns067c3	u	SAN	0	0	0	90	673
This study	0.1	166.3	-43.8	ns067c3:LP-DIR-T	North Shore Volcanics	1.058e-05	4	273	5	LT-T-Z : LP-DIR-T	g	ns067c	ns067	ns067c3	u	SAN	0	0	0	90	773
This study	0.1	166.3	-43.1	ns067c3:LP-DIR-T	North Shore Volcanics	6.89e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns067c	ns067	ns067c3	u	SAN	0	0	0	90	823
This study	0.1	166.7	-43.5	ns067c3:LP-DIR-T	North Shore Volcanics	2.762e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns067c	ns067	ns067c3	u	SAN	0	0	0	90	873
This study	0.1	166.3	-44.3	ns067c3:LP-DIR-T	North Shore Volcanics	1.313e-06	4	273	8	LT-T-Z : LP-DIR-T	g	ns067c	ns067	ns067c3	u	SAN	0	0	0	90	923
This study	0.5	167.9	-42	ns067c3:LP-DIR-T	North Shore Volcanics	3.554e-07	4	273	9	LT-T-Z : LP-DIR-T	g	ns067c	ns067	ns067c3	u	SAN	0	0	0	90	948
This study	0.2	129.7	24.8	ns067d1:LP-DIR-T	North Shore Volcanics	2.527e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns067d	ns067	ns067d1	u	SAN	0	0	0	90	373
This study	0.2	126.1	18.2	ns067d1:LP-DIR-T	North Shore Volcanics	2.273e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns067d	ns067	ns067d1	u	SAN	0	0	0	90	473
This study	0.2	125.6	16.8	ns067d1:LP-DIR-T	North Shore Volcanics	2.025e-05	4	273	3	LT-T-Z : LP-DIR-T	g	ns067d	ns067	ns067d1	u	SAN	0	0	0	90	573
This study	0.1	123.8	15	ns067d1:LP-DIR-T	North Shore Volcanics	1.354e-05	4	273	4	LT-T-Z : LP-DIR-T	g	ns067d	ns067	ns067d1	u	SAN	0	0	0	90	673
This study	0.1	121.9	15.1	ns067d1:LP-DIR-T	North Shore Volcanics	1.245e-05	4	273	5	LT-T-Z : LP-DIR-T	g	ns067d	ns067	ns067d1	u	SAN	0	0	0	90	723
This study	0.1	123.7	15.4	ns067d1:LP-DIR-T	North Shore Volcanics	1.084e-05	4	273	6	LT-T-Z : LP-DIR-T	g	ns067d	ns067	ns067d1	u	SAN	0	0	0	90	773
This study	0.2	124.9	15.6	ns067d1:LP-DIR-T	North Shore Volcanics	7.038e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns067d	ns067	ns067d1	u	SAN	0	0	0	90	823
This study	0.2	125.1	15.6	ns067d1:LP-DIR-T	North Shore Volcanics	2.766e-06	4	273	8	LT-T-Z : LP-DIR-T	g	ns067d	ns067	ns067d1	u	SAN	0	0	0	90	873
This study	0.2	125.6	14.9	ns067d1:LP-DIR-T	North Shore Volcanics	1.308e-06	4	273	9	LT-T-Z : LP-DIR-T	g	ns067d	ns067	ns067d1	u	SAN	0	0	0	90	923
This study	0.2	191.4	-33.5	ns067f2:LP-DIR-T	North Shore Volcanics	2.112e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns067f	ns067	ns067f2	u	SAN	0	0	0	90	373
This study	0.1	189.8	-43.3	ns067f2:LP-DIR-T	North Shore Volcanics	1.746e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns067f	ns067	ns067f2	u	SAN	0	0	0	90	473
This study	0.1	190.7	-45.4	ns067f2:LP-DIR-T	North Shore Volcanics	1.628e-05	4	273	3	LT-T-Z : LP-DIR-T	g	ns067f	ns067	ns067f2	u	SAN	0	0	0	90	573
This study	0.1	189.8	-47.2	ns067f2:LP-DIR-T	North Shore Volcanics	1.007e-05	4	273	4	LT-T-Z : LP-DIR-T	g	ns067f	ns067	ns067f2	u	SAN	0	0	0	90	673
This study	0.1	190.5	-47.3	ns067f2:LP-DIR-T	North Shore Volcanics	9.122e-06	4	273	5	LT-T-Z : LP-DIR-T	g	ns067f	ns067	ns067f2	u	SAN	0	0	0	90	723
This study	0.2	190.4	-47.3	ns067f2:LP-DIR-T	North Shore Volcanics	8.148e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns067f	ns067	ns067f2	u	SAN	0	0	0	90	773
This study	0.1	189.6	-47.6	ns067f2:LP-DIR-T	North Shore Volcanics	4.794e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns067f	ns067	ns067f2	u	SAN	0	0	0	90	823
This study	0.1	189.3	-48.2	ns067f2:LP-DIR-T	North Shore Volcanics	1.917e-06	4	273	8	LT-T-Z : LP-DIR-T	g	ns067f	ns067	ns067f2	u	SAN	0	0	0	90	873
This study	0.6	189.3	-48.5	ns067f2:LP-DIR-T	North Shore Volcanics	7.184e-07	4	273	9	LT-T-Z : LP-DIR-T	g	ns067f	ns067	ns067f2	u	SAN	0	0	0	90	923
This study	0.2	172.7	-10.7	ns068c1:LP-DIR-T	North Shore Volcanics	2.275e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns068c	ns068	ns068c1	u	SAN	0	0	0	90	373
This study	0.2	171.5	-12.6	ns068c1:LP-DIR-T	North Shore Volcanics	2.155e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns068c	ns068	ns068c1	u	SAN	0	0	0	90	473
This study	0.2	171.4	-13.6	ns068c1:LP-DIR-T	North Shore Volcanics	2.038e-05	4	273	3	LT-T-Z : LP-DIR-T	g	ns068c	ns068	ns068c1	u	SAN	0	0	0	90	573
This study	0.2	171	-14.9	ns068c1:LP-DIR-T	North Shore Volcanics	1.746e-05	4	273	4	LT-T-Z : LP-DIR-T	g	ns068c	ns068	ns068c1	u	SAN	0	0	0	90	673
This study	0.2	171.4	-15.8	ns068c1:LP-DIR-T	North Shore Volcanics	1.311e-05	4	273	5	LT-T-Z : LP-DIR-T	g	ns068c	ns068	ns068c1	u	SAN	0	0	0	90	773
This study	0.1	171.3	-16.4	ns068c1:LP-DIR-T	North Shore Volcanics	8.998e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns068c	ns068	ns068c1	u	SAN	0	0	0	90	823
This study	0.1	170.5	-16.7	ns068c1:LP-DIR-T	North Shore Volcanics	2.592e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns068c	ns068	ns068c1	u	SAN	0	0	0	90	873
This study	0.3	169.9	-15.5	ns068c1:LP-DIR-T	North Shore Volcanics	8.151e-07	4	273	8	LT-T-Z : LP-DIR-T	g	ns068c	ns068	ns068c1	u	SAN	0	0	0	90	923
This study	0.2	143.6	-0.2	ns068d1:LP-DIR-T	North Shore Volcanics	2.326e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns068d	ns068	ns068d1	u	SAN	0	0	0	90	373
This study	0.3	139.2	-5.1	ns068d1:LP-DIR-T	North Shore Volcanics	2.181e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns068d	ns068	ns068d1	u	SAN	0	0	0	90	473
This study	0.2	139.8	-6.6	ns068d1:LP-DIR-T	North Shore Volcanics	1.814e-05	4	273	3	LT-T-Z : LP-DIR-T	g	ns068d	ns068	ns068d1	u	SAN	0	0	0	90	573
This study	0.1	139.2	-8.5	ns068d1:LP-DIR-T	North Shore Volcanics	1.415e-05	4	273	4	LT-T-Z : LP-DIR-T	g	ns068d	ns068	ns068d1	u	SAN	0	0	0	90	673
This study	0.2	138.2	-8.2	ns068d1:LP-DIR-T	North Shore Volcanics	1.275e-05	4	273	5	LT-T-Z : LP-DIR-T	g	ns068d	ns068	ns068d1	u	SAN	0	0	0	90	723
This study	0.1	137.7	-8.7	ns068d1:LP-DIR-T	North Shore Volcanics	1.065e-05	4	273	6	LT-T-Z : LP-DIR-T	g	ns068d	ns068	ns068d1	u	SAN	0	0	0	90	773
This study	0.2	140.6	-8.9	ns068d1:LP-DIR-T	North Shore Volcanics	6.882e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns068d	ns068	ns068d1	u	SAN	0	0	0	90	823
This study	0.2	139.6	-5	ns068d1:LP-DIR-T	North Shore Volcanics	2.206e-06	4	273	8	LT-T-Z : LP-DIR-T	g	ns068d	ns068	ns068d1	u	SAN	0	0	0	90	873
This study	0.2	138.8	-6.1	ns068d1:LP-DIR-T	North Shore Volcanics	7.157e-07	4	273	9	LT-T-Z : LP-DIR-T	g	ns068d	ns068	ns068d1	u	SAN	0	0	0	90	923
This study	0.3	228.4	17.5	ns068f1:LP-DIR-T	North Shore Volcanics	1.736e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns068f	ns068	ns068f1	u	SAN	0	0	0	90	373
This study	0.3	227.9	17	ns068f1:LP-DIR-T	North Shore Volcanics	1.721e-05	4	273	2	LT-T-Z : LP-DIR-T	g	ns068f	ns068	ns068f1	u	SAN	0	0	0	90	473
This study	0.3	228.2	16.4	ns068f1:LP-DIR-T	North Shore Volcanics	1.558e-05	4	273	3	LT-T-Z : LP-DIR-T	g	ns068f	ns068	ns068f1	u	SAN	0	0	0	90	573
This study	0.3	228.5	15.1	ns068f1:LP-DIR-T	North Shore Volcanics	1.199e-05	4	273	4	LT-T-Z : LP-DIR-T	g	ns068f	ns068	ns068f1	u	SAN	0	0	0	90	673
This study	0.3	229.4	14.8	ns068f1:LP-DIR-T	North Shore Volcanics	9.779e-06	4	273	5	LT-T-Z : LP-DIR-T	g	ns068f	ns068	ns068f1	u	SAN	0	0	0	90	723
This study	0.3	228.4	14.5	ns068f1:LP-DIR-T	North Shore Volcanics	8.096e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns068f	ns068	ns068f1	u	SAN	0	0	0	90	773
This study	0.4	230.1	12.5	ns068f1:LP-DIR-T	North Shore Volcanics	3.687e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns068f	ns068	ns068f1	u	SAN	0	0	0	90	823
This study	0.8	229.3	11.8	ns068f1:LP-DIR-T	North Shore Volcanics	8.266e-07	4	273	8	LT-T-Z : LP-DIR-T	g	ns068f	ns068	ns068f1	u	SAN	0	0	0	90	873
This study	0.2	153	55.9	ns069c2:LP-DIR-T	North Shore Volcanics	1.086e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns069c	ns069	ns069c2	u	SAN	0	0	0	90	373
This study	0.2	139.1	69.2	ns069c2:LP-DIR-T	North Shore Volcanics	7.848e-06	4	273	2	LT-T-Z : LP-DIR-T	g	ns069c	ns069	ns069c2	u	SAN	0	0	0	90	473
This study	0.2	114.7	77.1	ns069c2:LP-DIR-T	North Shore Volcanics	6.295e-06	4	273	3	LT-T-Z : LP-DIR-T	g	ns069c	ns069	ns069c2	u	SAN	0	0	0	90	573
This study	0.2	74.7	78.8	ns069c2:LP-DIR-T	North Shore Volcanics	4.371e-06	4	273	4	LT-T-Z : LP-DIR-T	g	ns069c	ns069	ns069c2	u	SAN	0	0	0	90	673
This study	0.3	55.5	75.2	ns069c2:LP-DIR-T	North Shore Volcanics	3.178e-06	4	273	5	LT-T-Z : LP-DIR-T	g	ns069c	ns069	ns069c2	u	SAN	0	0	0	90	773
This study	0.5	47	75.3	ns069c2:LP-DIR-T	North Shore Volcanics	1.276e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns069c	ns069	ns069c2	u	SAN	0	0	0	90	823
This study	2.1	29.7	66.5	ns069c2:LP-DIR-T	North Shore Volcanics	2.42e-07	4	273	7	LT-T-Z : LP-DIR-T	g	ns069c	ns069	ns069c2	u	SAN	0	0	0	90	873
This study	0.2	146	-19.6	ns069e2:LP-DIR-T	North Shore Volcanics	9.703e-06	4	273	1	LT-T-Z : LP-DIR-T	g	ns069e	ns069	ns069e2	u	SAN	0	0	0	90	373
This study	0.3	138.3	-9.1	ns069e2:LP-DIR-T	North Shore Volcanics	7.46e-06	4	273	2	LT-T-Z : LP-DIR-T	g	ns069e	ns069	ns069e2	u	SAN	0	0	0	90	473
This study	0.2	132.3	-6.3	ns069e2:LP-DIR-T	North Shore Volcanics	5.967e-06	4	273	3	LT-T-Z : LP-DIR-T	g	ns069e	ns069	ns069e2	u	SAN	0	0	0	90	573
This study	0.1	126.6	-8.7	ns069e2:LP-DIR-T	North Shore Volcanics	3.532e-06	4	273	4	LT-T-Z : LP-DIR-T	g	ns069e	ns069	ns069e2	u	SAN	0	0	0	90	673
This study	0.2	120.1	-7.6	ns069e2:LP-DIR-T	North Shore Volcanics	2.978e-06	4	273	5	LT-T-Z : LP-DIR-T	g	ns069e	ns069	ns069e2	u	SAN	0	0	0	90	723
This study	0.3	121.7	-4.6	ns069e2:LP-DIR-T	North Shore Volcanics	2.515e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns069e	ns069	ns069e2	u	SAN	0	0	0	90	773
This study	0.3	120.4	-3.7	ns069e2:LP-DIR-T	North Shore Volcanics	1.083e-06	4	273	7	LT-T-Z : LP-DIR-T	g	ns069e	ns069	ns069e2	u	SAN	0	0	0	90	823
This study	2	111.4	-7.5	ns069e2:LP-DIR-T	North Shore Volcanics	1.607e-07	4	273	8	LT-T-Z : LP-DIR-T	g	ns069e	ns069	ns069e2	u	SAN	0	0	0	90	873
This study	0.2	173.9	56.8	ns069f2:LP-DIR-T	North Shore Volcanics	2.366e-05	4	273	1	LT-T-Z : LP-DIR-T	g	ns069f	ns069	ns069f2	u	SAN	0	0	0	90	373
This study	0.2	202.3	75.4	ns069f2:LP-DIR-T	North Shore Volcanics	8.815e-06	4	273	2	LT-T-Z : LP-DIR-T	g	ns069f	ns069	ns069f2	u	SAN	0	0	0	90	473
This study	0.3	238.3	78.9	ns069f2:LP-DIR-T	North Shore Volcanics	6.775e-06	4	273	3	LT-T-Z : LP-DIR-T	g	ns069f	ns069	ns069f2	u	SAN	0	0	0	90	573
This study	0.3	299.1	78	ns069f2:LP-DIR-T	North Shore Volcanics	2.803e-06	4	273	4	LT-T-Z : LP-DIR-T	g	ns069f	ns069	ns069f2	u	SAN	0	0	0	90	673
This study	0.3	300.8	77.3	ns069f2:LP-DIR-T	North Shore Volcanics	2.402e-06	4	273	5	LT-T-Z : LP-DIR-T	g	ns069f	ns069	ns069f2	u	SAN	0	0	0	90	723
This study	0.3	303.8	76.8	ns069f2:LP-DIR-T	North Shore Volcanics	2e-06	4	273	6	LT-T-Z : LP-DIR-T	g	ns069f	ns069	ns069f2	u	SAN	0	0	0	90	773
This study	0.5	301.6	75	ns069f2:LP-DIR-T	North Shore Volcanics	9.381e-07	4	273	7	LT-T-Z : LP-DIR-T	g	ns069f	ns069	ns069f2	u	SAN	0	0	0	90	823
This study	0.4	245.4	26.3	ns070c1:LP-DIR-T	North Shore Volcanics	2.745e-07	4	273	1	LT-T-Z : LP-DIR-T	g	ns070c	ns070	ns070c1	u	SAN	0	0	0	90	373
This study	0.5	248	22.5	ns070c1:LP-DIR-T	North Shore Volcanics	2.503e-07	4	273	2	LT-T-Z : LP-DIR-T	g	ns070c	ns070	ns070c1	u	SAN	0	0	0	90	473
This study	0.3	249.2	20.9	ns070c1:LP-DIR-T	North Shore Volcanics	2.225e-07	4	273	3	LT-T-Z : LP-DIR-T	g	ns070c	ns070	ns070c1	u	SAN	0	0	0	90	573
This study	0.3	250.9	19.1	ns070c1:LP-DIR-T	North Shore Volcanics	1.739e-07	4	273	4	LT-T-Z : LP-DIR-T	g	ns070c	ns070	ns070c1	u	SAN	0	0	0	90	673
This study	0.3	258.6	47.3	ns070e1:LP-DIR-T	North Shore Volcanics	2.233e-06	4	273	1	LT-T-Z : LP-DIR-T	g	ns070e	ns070	ns070e1	u	SAN	0	0	0	90	373
This study	0.4	263.9	31.5	ns070e1:LP-DIR-T	North Shore Volcanics	1.63e-06	4	273	2	LT-T-Z : LP-DIR-T	g	ns070e	ns070	ns070e1	u	SAN	0	0	0	90	473
This study	0.3	266.3	26.2	ns070e1:LP-DIR-T	North Shore Volcanics	1.372e-06	4	273	3	LT-T-Z : LP-DIR-T	g	ns070e	ns070	ns070e1	u	SAN	0	0	0	90	573
This study	0.2	268.4	17.4	ns070e1:LP-DIR-T	North Shore Volcanics	8.265e-07	4	273	4	LT-T-Z : LP-DIR-T	g	ns070e	ns070	ns070e1	u	SAN	0	0	0	90	673
This study	0.3	269.5	17.1	ns070e1:LP-DIR-T	North Shore Volcanics	7.531e-07	4	273	5	LT-T-Z : LP-DIR-T	g	ns070e	ns070	ns070e1	u	SAN	0	0	0	90	723
This study	0.3	268.9	16.6	ns070e1:LP-DIR-T	North Shore Volcanics	6.544e-07	4	273	6	LT-T-Z : LP-DIR-T	g	ns070e	ns070	ns070e1	u	SAN	0	0	0	90	773
This study	0.5	271.2	16.1	ns070e1:LP-DIR-T	North Shore Volcanics	4.502e-07	4	273	7	LT-T-Z : LP-DIR-T	g	ns070e	ns070	ns070e1	u	SAN	0	0	0	90	823
This study	0.8	271.8	12.5	ns070e1:LP-DIR-T	North Shore Volcanics	2.173e-07	4	273	8	LT-T-Z : LP-DIR-T	g	ns070e	ns070	ns070e1	u	SAN	0	0	0	90	873
This study	1.3	270.1	13.3	ns070e1:LP-DIR-T	North Shore Volcanics	1.745e-07	4	273	9	LT-T-Z : LP-DIR-T	g	ns070e	ns070	ns070e1	u	SAN	0	0	0	90	923
This study	3.2	284	15.1	ns070e1:LP-DIR-T	North Shore Volcanics	6.538e-08	4	273	10	LT-T-Z : LP-DIR-T	g	ns070e	ns070	ns070e1	u	SAN	0	0	0	90	948
This study	0.2	268.9	51.7	ns070f1:LP-DIR-T	North Shore Volcanics	5.479e-07	4	273	1	LT-T-Z : LP-DIR-T	g	ns070f	ns070	ns070f1	u	SAN	0	0	0	90	373
This study	0.3	277.8	42.6	ns070f1:LP-DIR-T	North Shore Volcanics	4.69e-07	4	273	2	LT-T-Z : LP-DIR-T	g	ns070f	ns070	ns070f1	u	SAN	0	0	0	90	473
This study	0.3	279.9	40	ns070f1:LP-DIR-T	North Shore Volcanics	4.372e-07	4	273	3	LT-T-Z : LP-DIR-T	g	ns070f	ns070	ns070f1	u	SAN	0	0	0	90	573
This study	0.3	282.7	37.6	ns070f1:LP-DIR-T	North Shore Volcanics	3.699e-07	4	273	4	LT-T-Z : LP-DIR-T	g	ns070f	ns070	ns070f1	u	SAN	0	0	0	90	673
This study	0.3	283.8	36.8	ns070f1:LP-DIR-T	North Shore Volcanics	3.449e-07	4	273	5	LT-T-Z : LP-DIR-T	g	ns070f	ns070	ns070f1	u	SAN	0	0	0	90	723
This study	0.3	285.3	36.4	ns070f1:LP-DIR-T	North Shore Volcanics	3.174e-07	4	273	6	LT-T-Z : LP-DIR-T	g	ns070f	ns070	ns070f1	u	SAN	0	0	0	90	773
This study	0.3	286.7	34.5	ns070f1:LP-DIR-T	North Shore Volcanics	2.513e-07	4	273	7	LT-T-Z : LP-DIR-T	g	ns070f	ns070	ns070f1	u	SAN	0	0	0	90	823
This study	0.6	292.9	33.5	ns070f1:LP-DIR-T	North Shore Volcanics	1.73e-07	4	273	8	LT-T-Z : LP-DIR-T	g	ns070f	ns070	ns070f1	u	SAN	0	0	0	90	873
This study	1.1	293.9	34.7	ns070f1:LP-DIR-T	North Shore Volcanics	1.768e-07	4	273	9	LT-T-Z : LP-DIR-T	g	ns070f	ns070	ns070f1	u	SAN	0	0	0	90	923
This study	4	294.6	52	ns070f1:LP-DIR-T	North Shore Volcanics	6.253e-08	4	273	10	LT-T-Z : LP-DIR-T	g	ns070f	ns070	ns070f1	u	SAN	0	0	0	90	948
This study	0.1	113.6	-19.6	ns071a1:LP-DIR-T	North Shore Volcanics	5.356e-06	4	273	1	LT-T-Z : LP-DIR-T	g	ns071a	ns071	ns071a1	u	SAN	0	0	0	90	373
