tab 	measurements
citations	dir_csd	dir_dec	dir_inc	experiment	location	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sample	site	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	0.4	110.6	-13.5	ns077c1:LT-NO	North Shore Volcanics	1.674e-05	4	273	1	LT-NO	g	ns077c	ns077	ns077c1	u	SAN	0	0	0	90	273
This study	0.4	82.6	22.7	ns077d1:LT-NO	North Shore Volcanics	1.419e-05	4	273	1	LT-NO	g	ns077d	ns077	ns077d1	u	SAN	0	0	0	90	273
This study	0.4	111.1	-20.8	ns077e1:LT-NO	North Shore Volcanics	1.605e-05	4	273	1	LT-NO	g	ns077e	ns077	ns077e1	u	SAN	0	0	0	90	273
This study	0.5	109.8	-22.2	ns077e2:LT-NO	North Shore Volcanics	1.606e-05	4	273	1	LT-NO	g	ns077e	ns077	ns077e2	u	SAN	0	0	0	90	273
This study	0.3	126.3	6	ns077f1:LT-NO	North Shore Volcanics	1.311e-05	4	273	1	LT-NO	g	ns077f	ns077	ns077f1	u	SAN	0	0	0	90	273
This study	0.2	145.2	43.6	ns077g1:LT-NO	North Shore Volcanics	1.313e-05	4	273	1	LT-NO	g	ns077g	ns077	ns077g1	u	SAN	0	0	0	90	273
This study	0.2	158.1	50	ns077h1:LT-NO	North Shore Volcanics	8.989e-06	4	273	1	LT-NO	g	ns077h	ns077	ns077h1	u	SAN	0	0	0	90	273
This study	0.3	165.5	54.4	ns077h2:LT-NO	North Shore Volcanics	1.048e-05	4	273	1	LT-NO	g	ns077h	ns077	ns077h2	u	SAN	0	0	0	90	273
This study	0.3	180.3	30.1	ns077i1:LT-NO	North Shore Volcanics	7.972e-06	4	273	1	LT-NO	g	ns077i	ns077	ns077i1	u	SAN	0	0	0	90	273
This study	0.3	159.5	39.8	ns077i2:LT-NO	North Shore Volcanics	7.817e-06	4	273	1	LT-NO	g	ns077i	ns077	ns077i2	u	SAN	0	0	0	90	273
This study	0.2	358.7	33.4	ns078c1:LT-NO	North Shore Volcanics	2.883e-06	4	273	1	LT-NO	g	ns078c	ns078	ns078c1	u	SAN	0	0	0	90	273
This study	0.3	2.5	35.8	ns078c2:LT-NO	North Shore Volcanics	2.466e-06	4	273	1	LT-NO	g	ns078c	ns078	ns078c2	u	SAN	0	0	0	90	273
This study	0.3	316.9	36.4	ns078d1:LT-NO	North Shore Volcanics	2.761e-06	4	273	1	LT-NO	g	ns078d	ns078	ns078d1	u	SAN	0	0	0	90	273
This study	0.8	315.9	36	ns078d2:LT-NO	North Shore Volcanics	2.188e-06	4	273	1	LT-NO	g	ns078d	ns078	ns078d2	u	SAN	0	0	0	90	273
This study	0.4	292.6	27.4	ns078e1:LT-NO	North Shore Volcanics	3.045e-06	4	273	1	LT-NO	g	ns078e	ns078	ns078e1	u	SAN	0	0	0	90	273
This study	0.3	313.9	39.9	ns078f1:LT-NO	North Shore Volcanics	1.886e-06	4	273	1	LT-NO	g	ns078f	ns078	ns078f1	u	SAN	0	0	0	90	273
This study	0.4	238.9	18.2	ns078g1:LT-NO	North Shore Volcanics	2.384e-06	4	273	1	LT-NO	g	ns078g	ns078	ns078g1	u	SAN	0	0	0	90	273
This study	0.3	321.2	46.8	ns078h1:LT-NO	North Shore Volcanics	3.102e-06	4	273	1	LT-NO	g	ns078h	ns078	ns078h1	u	SAN	0	0	0	90	273
This study	0.3	229.1	68.4	ns079a1:LT-NO	North Shore Volcanics	8.003e-06	4	273	1	LT-NO	g	ns079a	ns079	ns079a1	u	SAN	0	0	0	90	273
This study	0.3	214.7	70.6	ns079a2:LT-NO	North Shore Volcanics	6.18e-06	4	273	1	LT-NO	g	ns079a	ns079	ns079a2	u	SAN	0	0	0	90	273
This study	0.3	282.4	66.8	ns079b1:LT-NO	North Shore Volcanics	4.086e-06	4	273	1	LT-NO	g	ns079b	ns079	ns079b1	u	SAN	0	0	0	90	273
This study	0.3	278.3	72.8	ns079b2:LT-NO	North Shore Volcanics	4.576e-06	4	273	1	LT-NO	g	ns079b	ns079	ns079b2	u	SAN	0	0	0	90	273
This study	0.3	65.8	80.5	ns079c1:LT-NO	North Shore Volcanics	9.085e-06	4	273	1	LT-NO	g	ns079c	ns079	ns079c1	u	SAN	0	0	0	90	273
This study	0.3	95.4	79.6	ns079c2:LT-NO	North Shore Volcanics	8.643e-06	4	273	1	LT-NO	g	ns079c	ns079	ns079c2	u	SAN	0	0	0	90	273
This study	0.3	198.7	-11.4	ns079d1:LT-NO	North Shore Volcanics	9.058e-06	4	273	1	LT-NO	g	ns079d	ns079	ns079d1	u	SAN	0	0	0	90	273
This study	0.3	109.7	76.5	ns079e1:LT-NO	North Shore Volcanics	1.075e-05	4	273	1	LT-NO	g	ns079e	ns079	ns079e1	u	SAN	0	0	0	90	273
This study	0.3	119.3	76.9	ns079e2:LT-NO	North Shore Volcanics	1.633e-05	4	273	1	LT-NO	g	ns079e	ns079	ns079e2	u	SAN	0	0	0	90	273
This study	0.2	127.2	67.8	ns079f1:LT-NO	North Shore Volcanics	1.243e-05	4	273	1	LT-NO	g	ns079f	ns079	ns079f1	u	SAN	0	0	0	90	273
This study	0.4	72.3	25.5	ns080a1:LT-NO	North Shore Volcanics	2.177e-06	4	273	1	LT-NO	g	ns080a	ns080	ns080a1	u	SAN	0	0	0	90	273
This study	0.5	75.7	27.2	ns080a2:LT-NO	North Shore Volcanics	2.866e-06	4	273	1	LT-NO	g	ns080a	ns080	ns080a2	u	SAN	0	0	0	90	273
This study	0.3	1.4	42.5	ns080b1:LT-NO	North Shore Volcanics	2.636e-06	4	273	1	LT-NO	g	ns080b	ns080	ns080b1	u	SAN	0	0	0	90	273
This study	0.2	4	46.5	ns080b2:LT-NO	North Shore Volcanics	2.459e-06	4	273	1	LT-NO	g	ns080b	ns080	ns080b2	u	SAN	0	0	0	90	273
This study	0.5	347.5	54.6	ns080e1:LT-NO	North Shore Volcanics	1.142e-06	4	273	1	LT-NO	g	ns080e	ns080	ns080e1	u	SAN	0	0	0	90	273
This study	0.3	305.2	25.1	ns080f1:LT-NO	North Shore Volcanics	1.55e-06	4	273	1	LT-NO	g	ns080f	ns080	ns080f1	u	SAN	0	0	0	90	273
This study	0.4	307.5	22.5	ns080f2:LT-NO	North Shore Volcanics	1.923e-06	4	273	1	LT-NO	g	ns080f	ns080	ns080f2	u	SAN	0	0	0	90	273
This study	0.4	232.6	19	ns081a1:LT-NO	North Shore Volcanics	7.136e-07	4	273	1	LT-NO	g	ns081a	ns081	ns081a1	u	SAN	0	0	0	90	273
This study	0.3	207.8	-29.2	ns081b1:LT-NO	North Shore Volcanics	8.238e-07	4	273	1	LT-NO	g	ns081b	ns081	ns081b1	u	SAN	0	0	0	90	273
This study	1	230.3	13.1	ns081c1:LT-NO	North Shore Volcanics	5.814e-07	4	273	1	LT-NO	g	ns081c	ns081	ns081c1	u	SAN	0	0	0	90	273
This study	0.4	232.5	11	ns081c2:LT-NO	North Shore Volcanics	5.023e-07	4	273	1	LT-NO	g	ns081c	ns081	ns081c2	u	SAN	0	0	0	90	273
This study	0.3	196.1	12.8	ns081d1:LT-NO	North Shore Volcanics	2.587e-06	4	273	1	LT-NO	g	ns081d	ns081	ns081d1	u	SAN	0	0	0	90	273
This study	0.4	216	13.6	ns081d2:LT-NO	North Shore Volcanics	8.879e-07	4	273	1	LT-NO	g	ns081d	ns081	ns081d2	u	SAN	0	0	0	90	273
This study	0.4	220.4	15.8	ns081e1:LT-NO	North Shore Volcanics	1.113e-06	4	273	1	LT-NO	g	ns081e	ns081	ns081e1	u	SAN	0	0	0	90	273
This study	0.3	180.8	59.4	ns081f1:LT-NO	North Shore Volcanics	5.014e-06	4	273	1	LT-NO	g	ns081f	ns081	ns081f1	u	SAN	0	0	0	90	273
This study	0.3	192.2	-4.5	ns083a1:LT-NO	North Shore Volcanics	2.799e-05	4	273	1	LT-NO	g	ns083a	ns083	ns083a1	u	SAN	0	0	0	90	273
This study	0.2	190.9	-4.6	ns083a2:LT-NO	North Shore Volcanics	2.214e-05	4	273	1	LT-NO	g	ns083a	ns083	ns083a2	u	SAN	0	0	0	90	273
This study	0.2	196.3	-22.1	ns083b1:LT-NO	North Shore Volcanics	1.039e-05	4	273	1	LT-NO	g	ns083b	ns083	ns083b1	u	SAN	0	0	0	90	273
This study	0.2	199.1	-27.1	ns083b2:LT-NO	North Shore Volcanics	8.713e-06	4	273	1	LT-NO	g	ns083b	ns083	ns083b2	u	SAN	0	0	0	90	273
This study	0.3	217.7	-7.3	ns083c1:LT-NO	North Shore Volcanics	6.915e-06	4	273	1	LT-NO	g	ns083c	ns083	ns083c1	u	SAN	0	0	0	90	273
This study	0.4	215.6	-4.3	ns083c2:LT-NO	North Shore Volcanics	1.118e-05	4	273	1	LT-NO	g	ns083c	ns083	ns083c2	u	SAN	0	0	0	90	273
This study	0.3	141.7	5.3	ns083d1:LT-NO	North Shore Volcanics	7.849e-06	4	273	1	LT-NO	g	ns083d	ns083	ns083d1	u	SAN	0	0	0	90	273
This study	0.3	139.5	5.2	ns083d2:LT-NO	North Shore Volcanics	7.092e-06	4	273	1	LT-NO	g	ns083d	ns083	ns083d2	u	SAN	0	0	0	90	273
This study	0.3	203.2	-9.4	ns083e1:LT-NO	North Shore Volcanics	1.704e-05	4	273	1	LT-NO	g	ns083e	ns083	ns083e1	u	SAN	0	0	0	90	273
This study	0.3	215.1	-8.8	ns083f1:LT-NO	North Shore Volcanics	1.082e-05	4	273	1	LT-NO	g	ns083f	ns083	ns083f1	u	SAN	0	0	0	90	273
This study	0.3	214.2	-13	ns083f2:LT-NO	North Shore Volcanics	1.159e-05	4	273	1	LT-NO	g	ns083f	ns083	ns083f2	u	SAN	0	0	0	90	273
This study	0.3	216.4	-12	ns083f3:LT-NO	North Shore Volcanics	1.149e-05	4	273	1	LT-NO	g	ns083f	ns083	ns083f3	u	SAN	0	0	0	90	273
This study	0.2	174.9	-18.9	ns085a1:LT-NO	North Shore Volcanics	1.716e-06	4	273	1	LT-NO	g	ns085a	ns085	ns085a1	u	SAN	0	0	0	90	273
This study	0.2	174.2	-17.1	ns085a2:LT-NO	North Shore Volcanics	2.004e-06	4	273	1	LT-NO	g	ns085a	ns085	ns085a2	u	SAN	0	0	0	90	273
This study	0.3	159.9	-44.9	ns085b1:LT-NO	North Shore Volcanics	4.712e-06	4	273	1	LT-NO	g	ns085b	ns085	ns085b1	u	SAN	0	0	0	90	273
This study	0.5	174.6	-33.6	ns085c1:LT-NO	North Shore Volcanics	3.007e-06	4	273	1	LT-NO	g	ns085c	ns085	ns085c1	u	SAN	0	0	0	90	273
This study	0.3	163.7	-41.7	ns085e1:LT-NO	North Shore Volcanics	5.084e-06	4	273	1	LT-NO	g	ns085e	ns085	ns085e1	u	SAN	0	0	0	90	273
This study	0.2	142	4.4	ns085f1:LT-NO	North Shore Volcanics	2.946e-06	4	273	1	LT-NO	g	ns085f	ns085	ns085f1	u	SAN	0	0	0	90	273
This study	0.5	245.2	-27.8	ns085g1:LT-NO	North Shore Volcanics	3.517e-06	4	273	1	LT-NO	g	ns085g	ns085	ns085g1	u	SAN	0	0	0	90	273
This study	0.7	299.4	57.7	ns087a1:LT-NO	North Shore Volcanics	2.175e-06	4	273	1	LT-NO	g	ns087a	ns087	ns087a1	u	SAN	0	0	0	90	273
This study	0.4	310.2	64	ns087b1:LT-NO	North Shore Volcanics	2.264e-06	4	273	1	LT-NO	g	ns087b	ns087	ns087b1	u	SAN	0	0	0	90	273
This study	0.3	309.9	49.2	ns087c1:LT-NO	North Shore Volcanics	1.764e-06	4	273	1	LT-NO	g	ns087c	ns087	ns087c1	u	SAN	0	0	0	90	273
This study	0.2	309.6	48.6	ns087c2:LT-NO	North Shore Volcanics	1.721e-06	4	273	1	LT-NO	g	ns087c	ns087	ns087c2	u	SAN	0	0	0	90	273
This study	0.4	157.5	3.2	ns087d1:LT-NO	North Shore Volcanics	3.49e-06	4	273	1	LT-NO	g	ns087d	ns087	ns087d1	u	SAN	0	0	0	90	273
This study	0.4	152.2	-3.5	ns087e1:LT-NO	North Shore Volcanics	3.657e-06	4	273	1	LT-NO	g	ns087e	ns087	ns087e1	u	SAN	0	0	0	90	273
This study	0.6	300	76.5	ns087f1:LT-NO	North Shore Volcanics	2.796e-06	4	273	1	LT-NO	g	ns087f	ns087	ns087f1	u	SAN	0	0	0	90	273
This study	0.3	304.8	75.1	ns087f2:LT-NO	North Shore Volcanics	2.863e-06	4	273	1	LT-NO	g	ns087f	ns087	ns087f2	u	SAN	0	0	0	90	273
This study	0.3	121.9	37.9	ns087g1:LT-NO	North Shore Volcanics	1.287e-06	4	273	1	LT-NO	g	ns087g	ns087	ns087g1	u	SAN	0	0	0	90	273
This study	0.7	120.9	39.8	ns087g2:LT-NO	North Shore Volcanics	1.944e-06	4	273	1	LT-NO	g	ns087g	ns087	ns087g2	u	SAN	0	0	0	90	273
This study	0.6	228.7	37.6	ns002a1:LP-DIR-AF	North Shore Volcanics	1.588e-05	4	273	1	LT-NO : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0	0	0	0	273
This study	0.7	228.4	38.6	ns002a1:LP-DIR-AF	North Shore Volcanics	1.494e-05	4	273	2	LT-AF-Z : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.005	0	0	0	273
This study	0.6	231.5	37.3	ns002a1:LP-DIR-AF	North Shore Volcanics	1.312e-05	4	273	3	LT-AF-Z : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.01	0	0	0	273
This study	0.7	235.4	34	ns002a1:LP-DIR-AF	North Shore Volcanics	1.123e-05	4	273	4	LT-AF-Z : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.015	0	0	0	273
This study	0.7	238.2	32.4	ns002a1:LP-DIR-AF	North Shore Volcanics	9.55e-06	4	273	5	LT-AF-Z : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.02	0	0	0	273
This study	0.7	241.6	30.5	ns002a1:LP-DIR-AF	North Shore Volcanics	6.857e-06	4	273	6	LT-AF-Z : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.03	0	0	0	273
This study	0.7	242	29	ns002a1:LP-DIR-AF	North Shore Volcanics	4.651e-06	4	273	7	LT-AF-Z : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.04	0	0	0	273
This study	1	243.4	28.4	ns002a1:LP-DIR-AF	North Shore Volcanics	3.23e-06	4	273	8	LT-AF-Z : DE-VM : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.05	0	0	0	273
This study	0.7	243.9	28.5	ns002a1:LP-DIR-AF	North Shore Volcanics	2.414e-06	4	273	9	LT-AF-Z : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.06	0	0	0	273
This study	0.7	242.4	27.2	ns002a1:LP-DIR-AF	North Shore Volcanics	1.558e-06	4	273	10	LT-AF-Z : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.08	0	0	0	273
This study	0.7	240.8	27.6	ns002a1:LP-DIR-AF	North Shore Volcanics	1.163e-06	4	273	11	LT-AF-Z : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.1	0	0	0	273
This study	0.7	245.3	28.5	ns002a1:LP-DIR-AF	North Shore Volcanics	9.18e-07	4	273	12	LT-AF-Z : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.12	0	0	0	273
This study	0.3	241.1	25.6	ns002a1:LP-DIR-AF	North Shore Volcanics	7.828e-07	4	273	13	LT-AF-Z : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.15	0	0	0	273
This study	0.7	245.9	28.8	ns002a1:LP-DIR-AF	North Shore Volcanics	6.497e-07	4	273	14	LT-AF-Z : LP-DIR-AF	g	ns002a	ns002	ns002a1	u	SAN	0.18	0	0	0	273
This study	0.5	240.1	63.5	ns003a1:LP-DIR-AF	North Shore Volcanics	8.198e-06	4	273	1	LT-NO : LP-DIR-AF	g	ns003a	ns003	ns003a1	u	SAN	0	0	0	0	273
This study	0.6	247	64.6	ns003a1:LP-DIR-AF	North Shore Volcanics	7.225e-06	4	273	2	LT-AF-Z : LP-DIR-AF	g	ns003a	ns003	ns003a1	u	SAN	0.005	0	0	0	273
This study	0.5	262.3	59.4	ns003a1:LP-DIR-AF	North Shore Volcanics	4.891e-06	4	273	3	LT-AF-Z : LP-DIR-AF	g	ns003a	ns003	ns003a1	u	SAN	0.01	0	0	0	273
This study	0.6	269.3	56.7	ns003a1:LP-DIR-AF	North Shore Volcanics	3.098e-06	4	273	4	LT-AF-Z : LP-DIR-AF	g	ns003a	ns003	ns003a1	u	SAN	0.015	0	0	0	273
This study	0.5	269.8	55.7	ns003a1:LP-DIR-AF	North Shore Volcanics	2.022e-06	4	273	5	LT-AF-Z : LP-DIR-AF	g	ns003a	ns003	ns003a1	u	SAN	0.02	0	0	0	273
This study	0.7	271.2	53.9	ns003a1:LP-DIR-AF	North Shore Volcanics	1.004e-06	4	273	6	LT-AF-Z : LP-DIR-AF	g	ns003a	ns003	ns003a1	u	SAN	0.03	0	0	0	273
This study	0.8	271.6	51.3	ns003a1:LP-DIR-AF	North Shore Volcanics	5.894e-07	4	273	7	LT-AF-Z : LP-DIR-AF	g	ns003a	ns003	ns003a1	u	SAN	0.04	0	0	0	273
This study	1	272.8	54.4	ns003a1:LP-DIR-AF	North Shore Volcanics	4.211e-07	4	273	8	LT-AF-Z : DE-VM : LP-DIR-AF	g	ns003a	ns003	ns003a1	u	SAN	0.05	0	0	0	273
This study	1.1	282.6	54.1	ns003a1:LP-DIR-AF	North Shore Volcanics	3.51e-07	4	273	9	LT-AF-Z : LP-DIR-AF	g	ns003a	ns003	ns003a1	u	SAN	0.06	0	0	0	273
This study	1.2	270.9	53.3	ns003a1:LP-DIR-AF	North Shore Volcanics	3.193e-07	4	273	10	LT-AF-Z : LP-DIR-AF	g	ns003a	ns003	ns003a1	u	SAN	0.08	0	0	0	273
This study	1.2	274.7	54.3	ns003a1:LP-DIR-AF	North Shore Volcanics	3.039e-07	4	273	11	LT-AF-Z : LP-DIR-AF	g	ns003a	ns003	ns003a1	u	SAN	0.1	0	0	0	273
This study	1.3	274	55.7	ns003a1:LP-DIR-AF	North Shore Volcanics	2.945e-07	4	273	12	LT-AF-Z : LP-DIR-AF	g	ns003a	ns003	ns003a1	u	SAN	0.12	0	0	0	273
This study	0.6	233.4	55.9	ns004a1:LP-DIR-AF	North Shore Volcanics	2.441e-05	4	273	1	LT-NO : LP-DIR-AF	g	ns004a	ns004	ns004a1	u	SAN	0	0	0	0	273
This study	0.6	243.7	53.7	ns004a1:LP-DIR-AF	North Shore Volcanics	1.986e-05	4	273	2	LT-AF-Z : LP-DIR-AF	g	ns004a	ns004	ns004a1	u	SAN	0.005	0	0	0	273
This study	0.6	249.6	45.5	ns004a1:LP-DIR-AF	North Shore Volcanics	1.173e-05	4	273	3	LT-AF-Z : LP-DIR-AF	g	ns004a	ns004	ns004a1	u	SAN	0.01	0	0	0	273
This study	0.7	253.3	39.2	ns004a1:LP-DIR-AF	North Shore Volcanics	6.548e-06	4	273	4	LT-AF-Z : LP-DIR-AF	g	ns004a	ns004	ns004a1	u	SAN	0.015	0	0	0	273
This study	0.7	254.5	36.7	ns004a1:LP-DIR-AF	North Shore Volcanics	3.863e-06	4	273	5	LT-AF-Z : LP-DIR-AF	g	ns004a	ns004	ns004a1	u	SAN	0.02	0	0	0	273
This study	0.7	252.1	34.2	ns004a1:LP-DIR-AF	North Shore Volcanics	1.726e-06	4	273	6	LT-AF-Z : LP-DIR-AF	g	ns004a	ns004	ns004a1	u	SAN	0.03	0	0	0	273
This study	0.8	256.5	31.7	ns004a1:LP-DIR-AF	North Shore Volcanics	9.693e-07	4	273	7	LT-AF-Z : LP-DIR-AF	g	ns004a	ns004	ns004a1	u	SAN	0.04	0	0	0	273
This study	1.4	253.7	32.8	ns004a1:LP-DIR-AF	North Shore Volcanics	6.184e-07	4	273	8	LT-AF-Z : DE-VM : LP-DIR-AF	g	ns004a	ns004	ns004a1	u	SAN	0.05	0	0	0	273
This study	1.3	252.1	31.3	ns004a1:LP-DIR-AF	North Shore Volcanics	4.817e-07	4	273	9	LT-AF-Z : DE-VM : LP-DIR-AF	g	ns004a	ns004	ns004a1	u	SAN	0.06	0	0	0	273
This study	0.4	211.1	-40	ns005a1:LP-DIR-AF	North Shore Volcanics	8.153e-05	4	273	1	LT-NO : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0	0	0	0	273
This study	0.4	212.2	-39.7	ns005a1:LP-DIR-AF	North Shore Volcanics	8.139e-05	4	273	2	LT-AF-Z : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.005	0	0	0	273
This study	0.4	210.1	-40.1	ns005a1:LP-DIR-AF	North Shore Volcanics	8.113e-05	4	273	3	LT-AF-Z : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.01	0	0	0	273
This study	0.4	212	-40	ns005a1:LP-DIR-AF	North Shore Volcanics	8.064e-05	4	273	4	LT-AF-Z : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.015	0	0	0	273
This study	0.4	212.2	-39.9	ns005a1:LP-DIR-AF	North Shore Volcanics	8e-05	4	273	5	LT-AF-Z : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.02	0	0	0	273
This study	0.4	210.7	-40	ns005a1:LP-DIR-AF	North Shore Volcanics	7.856e-05	4	273	6	LT-AF-Z : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.03	0	0	0	273
This study	0.4	213.2	-40.5	ns005a1:LP-DIR-AF	North Shore Volcanics	7.687e-05	4	273	7	LT-AF-Z : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.04	0	0	0	273
This study	0.4	212	-40.1	ns005a1:LP-DIR-AF	North Shore Volcanics	7.454e-05	4	273	8	LT-AF-Z : DE-VM : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.05	0	0	0	273
This study	0.4	212.8	-40.4	ns005a1:LP-DIR-AF	North Shore Volcanics	7.179e-05	4	273	9	LT-AF-Z : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.06	0	0	0	273
This study	0.3	212.7	-40.6	ns005a1:LP-DIR-AF	North Shore Volcanics	6.456e-05	4	273	10	LT-AF-Z : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.08	0	0	0	273
This study	0.4	211.9	-39.8	ns005a1:LP-DIR-AF	North Shore Volcanics	5.645e-05	4	273	11	LT-AF-Z : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.1	0	0	0	273
This study	0.3	211.6	-40.5	ns005a1:LP-DIR-AF	North Shore Volcanics	4.821e-05	4	273	12	LT-AF-Z : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.12	0	0	0	273
This study	0.3	211.1	-38.4	ns005a1:LP-DIR-AF	North Shore Volcanics	4.053e-05	4	273	13	LT-AF-Z : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.15	0	0	0	273
This study	0.3	213.1	-39.8	ns005a1:LP-DIR-AF	North Shore Volcanics	3.162e-05	4	273	14	LT-AF-Z : LP-DIR-AF	g	ns005a	ns005	ns005a1	u	SAN	0.18	0	0	0	273
This study	0.5	303.6	38.7	ns007a1:LP-DIR-AF	North Shore Volcanics	1.268e-05	4	273	1	LT-NO : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0	0	0	0	273
This study	0.5	302.3	39.5	ns007a1:LP-DIR-AF	North Shore Volcanics	1.269e-05	4	273	2	LT-AF-Z : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.005	0	0	0	273
This study	0.6	303.1	39.4	ns007a1:LP-DIR-AF	North Shore Volcanics	1.262e-05	4	273	3	LT-AF-Z : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.01	0	0	0	273
This study	0.5	302.1	39	ns007a1:LP-DIR-AF	North Shore Volcanics	1.246e-05	4	273	4	LT-AF-Z : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.015	0	0	0	273
This study	0.5	302.5	39.2	ns007a1:LP-DIR-AF	North Shore Volcanics	1.217e-05	4	273	5	LT-AF-Z : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.02	0	0	0	273
This study	0.5	303.5	39	ns007a1:LP-DIR-AF	North Shore Volcanics	1.127e-05	4	273	6	LT-AF-Z : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.03	0	0	0	273
This study	0.5	303.1	38.7	ns007a1:LP-DIR-AF	North Shore Volcanics	1.008e-05	4	273	7	LT-AF-Z : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.04	0	0	0	273
This study	0.6	302.7	38.6	ns007a1:LP-DIR-AF	North Shore Volcanics	8.851e-06	4	273	8	LT-AF-Z : DE-VM : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.05	0	0	0	273
This study	0.6	303.4	38.5	ns007a1:LP-DIR-AF	North Shore Volcanics	7.886e-06	4	273	9	LT-AF-Z : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.06	0	0	0	273
This study	0.5	303.4	38.3	ns007a1:LP-DIR-AF	North Shore Volcanics	6.429e-06	4	273	10	LT-AF-Z : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.08	0	0	0	273
This study	0.5	304.4	38.2	ns007a1:LP-DIR-AF	North Shore Volcanics	5.369e-06	4	273	11	LT-AF-Z : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.1	0	0	0	273
This study	0.5	304.3	37.8	ns007a1:LP-DIR-AF	North Shore Volcanics	4.654e-06	4	273	12	LT-AF-Z : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.12	0	0	0	273
This study	0.5	302.7	38	ns007a1:LP-DIR-AF	North Shore Volcanics	3.987e-06	4	273	13	LT-AF-Z : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.15	0	0	0	273
This study	0.5	302.6	37.8	ns007a1:LP-DIR-AF	North Shore Volcanics	3.622e-06	4	273	14	LT-AF-Z : LP-DIR-AF	g	ns007a	ns007	ns007a1	u	SAN	0.18	0	0	0	273
This study	0.4	128.9	19.8	ns008a1:LP-DIR-AF	North Shore Volcanics	2.803e-06	4	273	1	LT-NO : LP-DIR-AF	g	ns008a	ns008	ns008a1	u	SAN	0	0	0	0	273
This study	0.4	130.2	19.1	ns008a1:LP-DIR-AF	North Shore Volcanics	2.8e-06	4	273	2	LT-AF-Z : LP-DIR-AF	g	ns008a	ns008	ns008a1	u	SAN	0.005	0	0	0	273
This study	0.4	129.6	20.9	ns008a1:LP-DIR-AF	North Shore Volcanics	2.787e-06	4	273	3	LT-AF-Z : LP-DIR-AF	g	ns008a	ns008	ns008a1	u	SAN	0.01	0	0	0	273
This study	0.5	128.9	20.4	ns008a1:LP-DIR-AF	North Shore Volcanics	2.754e-06	4	273	4	LT-AF-Z : LP-DIR-AF	g	ns008a	ns008	ns008a1	u	SAN	0.015	0	0	0	273
This study	0.4	128.9	20.9	ns008a1:LP-DIR-AF	North Shore Volcanics	2.699e-06	4	273	5	LT-AF-Z : LP-DIR-AF	g	ns008a	ns008	ns008a1	u	SAN	0.02	0	0	0	273
This study	0.4	129.2	20.4	ns008a1:LP-DIR-AF	North Shore Volcanics	2.532e-06	4	273	6	LT-AF-Z : LP-DIR-AF	g	ns008a	ns008	ns008a1	u	SAN	0.03	0	0	0	273
