pole_name,citations,location,site,lat,lon,age,age_high,age_low,age_unit,age_uncertainty,dir_dec,dir_inc,dir_k,dir_f,dir_alpha95,dir_r,dir_tilt_correction,dir_polarity,dir_n_specimens,dir_n_samples,vgp_lat,vgp_lon,vgp_lat_rev,vgp_lon_rev,vgp_dm,vgp_dp,geologic_classes,lithologies,geologic_types,age_model,height_type,height,height_upper,height_lower,paleolatitude,Plon,Plat
Michipicoten Island Formation,This study,Michipicoten Island,SS9,47.7031,274.1511,1083.93,1084.35,1083.52,Ma,uniform,282.0,23.2,103.0,1.0,5.5,7.9322,100,n,8,8,16.96602014947204,183.59070371512325,-16.96602014947204,3.5907037151232544,5.9,3.1,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,482.87268870639366,,,12.095554646050706,183.59070371512325,16.96602014947204
Michipicoten Island Formation,This study,Michipicoten Island,SS1,47.72389,274.3517,1083.93,1084.35,1083.52,Ma,uniform,273.0,0.6,219.0,1.0,3.8,7.968,100,n,8,8,2.2397114455527665,182.33286576897285,-2.2397114455527665,2.3328657689728516,3.8,1.9,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,390.0883191538138,,,0.30000822489582274,182.33286576897285,2.2397114455527665
Michipicoten Island Formation,This study,Michipicoten Island,SS10,47.7233,274.3511,1083.93,1084.35,1083.52,Ma,uniform,296.5,-2.9,247.0,1.0,3.5,7.9717,100,n,8,8,16.339675221781235,163.147718867997,-16.339675221781235,343.147718867997,3.5,1.8,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,409.3570833821291,,,-1.4509292593313594,163.147718867997,16.339675221781235
Michipicoten Island Formation,This study,Michipicoten Island,SS11,47.7238,274.3505,1083.93,1084.35,1083.52,Ma,uniform,297.2,-0.7,312.0,1.0,3.1,7.9776,100,n,8,8,17.635861064975135,163.29963943901464,-17.635861064975135,343.29963943901464,3.1,1.6,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,390.1399679578575,,,-0.3500130609592465,163.29963943901464,17.635861064975135
Michipicoten Island Formation,This study,Michipicoten Island,SS12,47.7244,274.3494,1083.93,1084.35,1083.52,Ma,uniform,292.4,9.2,19.0,1.0,12.2,8.5736,100,n,9,9,18.374901498177735,170.5263864881839,-18.374901498177735,350.5263864881839,12.3,6.2,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,361.1294914959764,,,4.629842262260806,170.5263864881839,18.374901498177735
Michipicoten Island Formation,This study,Michipicoten Island,SS13,47.724167,274.349167,1083.93,1084.35,1083.52,Ma,uniform,302.0,21.3,51.0,1.0,8.5,6.8831,100,n,7,7,29.436981515897156,167.24521567350246,-29.436981515897156,347.24521567350246,9.0,4.7,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,367.9371265925799,,,11.030999486818274,167.24521567350246,29.436981515897156
Michipicoten Island Formation,This study,Michipicoten Island,SS14,47.724372,274.34906,1083.93,1084.35,1083.52,Ma,uniform,297.1,7.6,77.0,1.0,5.9,8.8965,100,n,9,9,20.79454255328146,166.17810895763762,-20.79454255328146,346.1781089576376,5.9,3.0,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,359.7447229971357,,,3.8167887281239983,166.17810895763762,20.79454255328146
Michipicoten Island Formation,This study,Michipicoten Island,SS15,47.7244,274.348933,1083.93,1084.35,1083.52,Ma,uniform,280.0,17.5,10.0,1.0,16.4,9.0655,100,n,10,10,13.333111658963638,183.04389807012944,-13.333111658963638,3.043898070129444,17.0,8.8,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,357.83227180614153,,,8.958910941630812,183.04389807012944,13.333111658963638
Michipicoten Island Formation,This study,Michipicoten Island,SS2,47.7236,274.3519,1083.93,1084.35,1083.52,Ma,uniform,290.6,-1.9,92.0,1.0,6.3,6.9347,100,n,7,7,12.966605859866448,168.1779749411112,-12.966605859866448,348.1779749411112,6.3,3.2,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,402.21335692604725,,,-0.9502612431752702,168.1779749411112,12.966605859866448
Michipicoten Island Formation,This study,Michipicoten Island,SS3,47.7233,274.3514,1083.93,1084.35,1083.52,Ma,uniform,291.5,4.3,77.0,1.0,5.5,9.8838,100,n,10,10,15.912725935299216,169.54804182854423,-15.912725935299216,349.5480418285442,5.5,2.8,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,412.75252176726985,,,2.1530316694192,169.54804182854423,15.912725935299216
Michipicoten Island Formation,"Palmer and Davis, 1987",Michipicoten Island Formation,4,47.71074972,274.1282719,1083.93,1084.35,1083.52,Ma,uniform,312.0,43.0,228.0,1.0,5.1,4.982,100,n,5,1,46.1099558690113,170.4208018191831,-46.1099558690113,350.4208018191831,,,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,45.76024789304719,,,24.997641418580056,170.4208018191831,46.1099558690113
Michipicoten Island Formation,"Palmer and Davis, 1987",Michipicoten Island Formation,5,47.70332653,274.1503735,1083.93,1084.35,1083.52,Ma,uniform,286.0,32.0,224.0,1.0,5.1,4.982,100,n,5,1,23.4306125690907,184.53054502361334,-23.4306125690907,4.530545023613342,,,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,382.38596238797754,,,17.350614769372406,184.53054502361334,23.4306125690907
Michipicoten Island Formation,"Palmer and Davis, 1987",Michipicoten Island Formation,15,47.69565318,274.2123279,1083.93,1084.35,1083.52,Ma,uniform,291.0,5.0,28.0,1.0,23.7,2.929,100,n,3,1,15.860569787952834,170.04886315699196,-15.860569787952834,350.04886315699196,,,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,1006.979600082872,,,2.5047687215366,170.04886315699196,15.860569787952834
Michipicoten Island Formation,"Palmer and Davis, 1987",Michipicoten Island Formation,16,47.70757499,274.2068957,1083.93,1084.35,1083.52,Ma,uniform,283.0,13.0,68.0,1.0,11.2,3.956,100,n,4,1,13.603409752349123,179.00404479823248,-13.603409752349123,359.0040447982325,,,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,504.96833274139755,,,6.584742396545272,179.00404479823248,13.603409752349123
Michipicoten Island Formation,"Palmer and Davis, 1987",Michipicoten Island Formation,17,47.69504826,274.1699899,1083.93,1084.35,1083.52,Ma,uniform,283.0,34.0,160.0,1.0,7.3,3.981,100,n,4,1,22.322211178768374,187.73062933605127,-22.322211178768374,7.7306293360512655,,,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,711.6035606193668,,,18.636897651165107,187.73062933605127,22.322211178768374
Michipicoten Island Formation,"Palmer and Davis, 1987",Michipicoten Island Formation,14,47.72508307,274.3574214,1083.93,1084.35,1083.52,Ma,uniform,283.0,24.0,188.0,1.0,5.6,4.979,100,n,5,1,17.968170342116064,183.3756905859501,-17.968170342116064,3.3756905859501103,,,Extrusive:Igneous,Basalt,Lava Flow,Michipicoten Island Formation,exact,379.6108487652677,,,12.550215512994184,183.3756905859501,17.968170342116064
SWLLIP,"Zhang et al., 2024",Death Valley,CS1,35.9688,-116.919,1098.1,1098.5,1097.7,Ma,gaussian,292.8,73.3,175,1.0,4.2,7.9599,100,n,8,8,41.68269432429926,203.6542046015488,-41.68269432429926,23.6542046015488,7.5,6.7,Intrusive:Igneous,,Sill,,,,,,59.03503203004991,203.6542046015488,41.68269432429926
SWLLIP,"Zhang et al., 2024",Death Valley,CS7,35.8154,-116.3886,1098.1,1098.5,1097.7,Ma,gaussian,331.1,42.4,167,1.0,19.5,1.994,100,n,2,2,62.726925908628644,137.22961541153143,-62.726925908628644,317.2296154115314,24.0,14.8,Intrusive:Igneous,,Sill,,,,,,24.539672472986638,137.22961541153143,62.726925908628644
SWLLIP,"Zhang et al., 2024",Grand Canyon,UI4,36.235278,-112.329444,1098.1,1098.5,1097.7,Ma,gaussian,314.1,51.6,54,1.0,8.3,6.8885,100,n,7,7,52.19763432815167,165.40076227876665,-52.19763432815167,345.40076227876665,11.3,7.7,Intrusive:Igneous,,Sill,,,,,,32.24549135355513,165.40076227876665,52.19763432815167
SWLLIP,"Zhang et al., 2024",Grand Canyon,UI5,36.348333,-112.4525,1098.1,1098.5,1097.7,Ma,gaussian,295.6,49.3,76,1.0,6.4,7.9074,100,n,8,8,36.77950925299872,170.7825145564797,-36.77950925299872,350.78251455647967,8.5,5.6,Intrusive:Igneous,,Sill,,,,,,30.169592276763094,170.7825145564797,36.77950925299872
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",North Shore,FC1,47.7826,268.6735,1096.0,1096.5,1095.5,Ma,gaussian,284.1109293,45.10370626,64.0,1.0,6.5,8.8741,100,n,9,9,28.59306098728634,187.84789846887838,-28.59306098728634,7.847898468878384,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,26.648106416439035,187.84789846887838,28.59306098728634
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",North Shore,FC4,47.7625,268.6173,1096.0,1096.5,1095.5,Ma,gaussian,292.6328726,38.26556015,59.0,1.0,7.9,6.8977,100,n,7,7,30.81528536397925,177.38832583377007,-30.81528536397925,357.38832583377007,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,21.523703045658856,177.38832583377007,30.81528536397925
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",North Shore,HCT1,47.6008,268.8505,1096.0,1096.5,1095.5,Ma,gaussian,276.3175594,55.28356608,144.0,1.0,5.6,5.9652,100,n,6,6,29.492267745711302,201.03707582260841,-29.492267745711302,21.037075822608415,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,35.816076115566446,201.03707582260841,29.492267745711302
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Anorthositic series,18,46.75,-92.17,1096.0,1096.5,1095.5,Ma,gaussian,284.1152999,54.52624761,91.0,1.0,5.547001962,,100,n,7,7,33.72041158616712,195.18756996057633,-33.72041158616712,15.187569960576326,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,35.05556653384654,195.18756996057633,33.72041158616712
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Anorthositic series,222,46.76,-92.15,1096.0,1096.5,1095.5,Ma,gaussian,272.9642381,60.59112878,74.5,1.0,7.253788642,,100,n,5,5,30.65853574664426,207.56602338742505,-30.65853574664426,27.566023387425048,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,41.57417652323081,207.56602338742505,30.65853574664426
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,1,46.68,-92.24,1096.0,1096.5,1095.5,Ma,gaussian,287.7067422,64.36908933,51.3,1.0,9.77325786,,100,n,4,4,42.02236088949738,205.155808567474,-42.02236088949738,25.155808567473997,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,46.18206888453873,205.155808567474,42.02236088949738
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,7,46.68,-92.24,1096.0,1096.5,1095.5,Ma,gaussian,281.9586228,50.14621192,84.8,1.0,6.799001037,,100,n,5,5,29.722283020403573,192.6537746316156,-29.722283020403573,12.65377463161559,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,30.920527130450395,192.6537746316156,29.722283020403573
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,8,46.68,-92.24,1096.0,1096.5,1095.5,Ma,gaussian,301.5790662,58.33660551,345.3,1.0,2.847611424,,100,n,7,7,47.49824149182657,189.38277569724414,-47.49824149182657,9.382775697244142,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,39.03261854507703,189.38277569724414,47.49824149182657
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,9,46.68,-92.23,1096.0,1096.5,1095.5,Ma,gaussian,288.734169,58.71014122,35.4,1.0,13.58519189,,100,n,3,3,39.22603258942842,197.022105755337,-39.22603258942842,17.02210575533701,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,39.443568141450804,197.022105755337,39.22603258942842
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,12,46.72,-92.21,1096.0,1096.5,1095.5,Ma,gaussian,291.0865249,52.41220938,42.5,1.0,9.603920768,,100,n,5,5,37.114504322511095,188.90956165378475,-37.114504322511095,8.909561653784749,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,33.005719101596654,188.90956165378475,37.114504322511095
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,13,46.69,-92.24,1096.0,1096.5,1095.5,Ma,gaussian,285.5776971,44.8430759,437.0,1.0,2.734082984,,100,n,6,6,29.2703788122104,186.36064824927382,-29.2703788122104,6.360648249273822,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,26.439717745027263,186.36064824927382,29.2703788122104
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,14,46.72,-92.2,1096.0,1096.5,1095.5,Ma,gaussian,294.0518927,51.08088223,334.2,1.0,2.894514923,,100,n,7,7,38.37674934997314,185.76766947114345,-38.37674934997314,5.767669471143449,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,31.767195308827247,185.76766947114345,38.37674934997314
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,17,46.74,-92.19,1096.0,1096.5,1095.5,Ma,gaussian,284.6854506,53.9808445,79.5,1.0,9.065334715,,100,n,3,3,33.76656278104212,194.3173650148862,-33.76656278104212,14.317365014886207,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,34.516589096195425,194.3173650148862,33.76656278104212
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,19,46.75,-92.19,1096.0,1096.5,1095.5,Ma,gaussian,295.3322391,50.93261964,51.1,1.0,9.792364932,,100,n,4,4,39.16915589018647,184.774155680146,-39.16915589018647,4.774155680146009,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,31.63165859133556,184.774155680146,39.16915589018647
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,20,46.77,-92.15,1096.0,1096.5,1095.5,Ma,gaussian,287.1360808,49.74934024,444.4,1.0,3.83424962,,100,n,3,3,32.9762687849603,189.08640806508805,-32.9762687849603,9.086408065088051,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,30.56652628832516,189.08640806508805,32.9762687849603
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,35,46.79,-92.23,1096.0,1096.5,1095.5,Ma,gaussian,294.9405421,39.30507879,194.3,1.0,3.550967046,,100,n,8,8,32.90809650256191,176.05880571051145,-32.90809650256191,356.0588057105115,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,22.26023139044171,176.05880571051145,32.90809650256191
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,93,46.83,-92.18,1096.0,1096.5,1095.5,Ma,gaussian,288.6282495,41.03454044,150.8,1.0,5.098499285,,100,n,5,5,29.43327136374765,181.729757176948,-29.43327136374765,1.7297571769479987,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,23.517367028184776,181.729757176948,29.43327136374765
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,94,46.85,-92.04,1096.0,1096.5,1095.5,Ma,gaussian,299.6371294,51.91991688,106.8,1.0,6.773488748,,100,n,4,4,42.65285987141714,182.93430112567017,-42.65285987141714,2.9343011256701743,,,Intrusive:Igneous,Granophyre,Pluton,,,,,,32.543183089864684,182.93430112567017,42.65285987141714
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,98,46.77,-92.13,1096.0,1096.5,1095.5,Ma,gaussian,295.6782404,49.87377252,114.5,1.0,5.341333156,,100,n,6,6,38.828688608339945,183.61009116562525,-38.828688608339945,3.6100911656252492,,,Intrusive:Igneous,Granophyre,Pluton,,,,,,30.67716969212155,183.61009116562525,38.828688608339945
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,99,46.77,-92.12,1096.0,1096.5,1095.5,Ma,gaussian,294.0518927,51.08088223,38.9,1.0,12.95963015,,100,n,3,3,38.38366311703341,185.80844849073605,-38.38366311703341,5.808448490736055,,,Intrusive:Igneous,Granophyre,Pluton,,,,,,31.767195308827247,185.80844849073605,38.38366311703341
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,217,46.79,-92.2,1096.0,1096.5,1095.5,Ma,gaussian,296.0011539,56.97127502,52.8,1.0,8.616404369,,100,n,5,5,43.020573347827934,190.7730229913324,-43.020573347827934,10.773022991332397,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,37.56345503157073,190.7730229913324,43.020573347827934
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,218,46.79,-92.18,1096.0,1096.5,1095.5,Ma,gaussian,289.175368,44.00733782,61.6,1.0,7.282190813,,100,n,6,6,31.297722307588884,183.33989058683187,-31.297722307588884,3.3398905868318707,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,25.779063057008237,183.33989058683187,31.297722307588884
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,220,46.8,-92.15,1096.0,1096.5,1095.5,Ma,gaussian,289.1549757,47.03899606,290.5,1.0,3.673414747,,100,n,5,5,32.869699501026574,185.58768026416152,-32.869699501026574,5.58768026416152,,,Intrusive:Igneous,Gabbro,Pluton,,,,,,28.232086576792465,185.58768026416152,32.869699501026574
Duluth Complex,"Swanson-Hysell et al., 2021: Beck, 1969",Layered series,221,46.79,-92.14,1096.0,1096.5,1095.5,Ma,gaussian,296.4337143,43.17087552,1432.7,1.0,1.654113869,,100,n,5,5,35.83520725173616,177.6483767511407,-35.83520725173616,357.6483767511407,,,Intrusive:Igneous,Ferrogranodiorite,Pluton,,,,,,25.129075586289932,177.6483767511407,35.83520725173616
Beaver River diabase,"Zhang et al., 2021",,AX1:BD1,47.200436,-91.379371,1091.7,1091.9,1091.5,Ma,gaussian,288.8561636912029,53.76546370447074,601.4478975558843,1.0,1.2073520252131635,,100,n,24,24,36.50758677279616,192.07747023591557,-36.50758677279616,12.07747023591557,,,Intrusive:Igneous,Anorthosite,Intrusion,,,,,,34.30572005190424,192.07747023591557,36.50758677279616
Beaver River diabase,"Zhang et al., 2021",,AX3:AX4:AX5:AX6:AX7:AX8:AX9:AX10:BD2,47.582703,-90.856288,1091.7,1091.9,1091.5,Ma,gaussian,283.48579294179746,35.7851558663072,89.51485093789874,1.0,2.43463673852897,,100,n,39,39,23.471891887986327,183.31643736369102,-23.471891887986327,3.3164373636910227,,,Intrusive:Igneous,Anorthosite,Intrusion,,,,,,19.819897358693144,183.31643736369102,23.471891887986327
Beaver River diabase,"Zhang et al., 2021",,AX11:AX13:BD3,47.368922,-91.167418,1091.7,1091.9,1091.5,Ma,gaussian,284.1001966727267,37.24859514884506,195.06824644386265,1.0,2.077850410641227,,100,n,25,25,24.562437511230073,183.44559014418422,-24.562437511230073,3.445590144184223,,,Intrusive:Igneous,Anorthosite,Intrusion,,,,,,20.816277300318124,183.44559014418422,24.562437511230073
Beaver River diabase,"Zhang et al., 2021",,AX12:AX14:BD4,47.291835,-91.26039,1091.7,1091.9,1091.5,Ma,gaussian,296.3301231431599,53.055447764726225,61.587260121175625,1.0,4.082967789577515,,100,n,21,21,41.09883609029915,186.68116200531796,-41.09883609029915,6.681162005317958,,,Intrusive:Igneous,Anorthosite,Intrusion,,,,,,33.618348957912524,186.68116200531796,41.09883609029915
Beaver River diabase,"Zhang et al., 2021",,AX15:AX16:AX17:AX18:BD5,47.288661,-91.26365,1091.7,1091.9,1091.5,Ma,gaussian,270.9832513968043,55.22514693618598,135.3599937766272,1.0,1.9254197317034456,,100,n,41,41,26.028155028964644,204.18589354879555,-26.028155028964644,24.185893548795548,,,Intrusive:Igneous,Anorthosite,Intrusion,,,,,,35.756901759568386,204.18589354879555,26.028155028964644
Beaver River diabase,"Zhang et al., 2021",,AX19:BD6,47.263413,-91.292925,1091.7,1091.9,1091.5,Ma,gaussian,294.7390922464347,47.09444972349621,102.9857273877767,1.0,3.531703198259333,,100,n,17,17,36.73176116593893,182.34248395336465,-36.73176116593893,2.342483953364649,,,Intrusive:Igneous,Anorthosite,Intrusion,,,,,,28.278454838289722,182.34248395336465,36.73176116593893
Beaver River diabase,"Zhang et al., 2021",,AX20:BD7,47.26661,-91.288383,1091.7,1091.9,1091.5,Ma,gaussian,287.4120358683756,61.73518095788319,158.4046833528716,1.0,3.459236266812335,,100,n,12,12,40.45918954948326,202.0284804494637,-40.45918954948326,22.0284804494637,,,Intrusive:Igneous,Anorthosite,Intrusion,,,,,,42.92185090355822,202.0284804494637,40.45918954948326
Beaver River diabase,"Zhang et al., 2021",,AX22:BD10,47.411406,-91.159176,1091.7,1091.9,1091.5,Ma,gaussian,293.3866509567422,57.294228545055304,251.8933874270064,1.0,2.1186895961377408,,100,n,19,19,41.625882973421064,193.18469840355988,-41.625882973421064,13.184698403559878,,,Intrusive:Igneous,Anorthosite,Intrusion,,,,,,37.906376091107255,193.18469840355988,41.625882973421064
Beaver River diabase,"Zhang et al., 2021",,AX21,47.268486,-91.291029,1091.7,1091.9,1091.5,Ma,gaussian,299.94051792234774,50.54057701696547,782.5770856103949,1.0,1.9813677605651587,,100,n,8,8,42.12854942250103,181.71902343248667,-42.12854942250103,1.7190234324866651,,,Intrusive:Igneous,Anorthosite,Intrusion,,,,,,31.275518902532045,181.71902343248667,42.12854942250103
Beaver River diabase,"Zhang et al., 2021",,BD8,47.212553,-91.356198,1091.7,1091.9,1091.5,Ma,gaussian,278.77875972571275,64.495594202098,301.8514927043642,1.0,2.7849979807036425,,100,n,10,10,37.05127372662169,209.90310083323953,-37.05127372662169,29.903100833239534,,,Intrusive:Igneous,Diabase,Intrusion,,,,,,46.34438212904717,209.90310083323953,37.05127372662169
Beaver River diabase,"Zhang et al., 2021",,BD9,47.224252,-91.347111,1091.7,1091.9,1091.5,Ma,gaussian,272.3109041556796,44.606707357987545,55.019307498778495,1.0,8.209640059986961,,100,n,7,7,20.440022682020583,195.64535110789984,-20.440022682020583,15.645351107899842,,,Intrusive:Igneous,Diabase,Intrusion,,,,,,26.251705807712796,195.64535110789984,20.440022682020583
Beaver River diabase,"Zhang et al., 2021",,BD11,47.368044,-91.27416,1091.7,1091.9,1091.5,Ma,gaussian,292.9539802274438,54.18699580842035,424.6548336802352,1.0,2.6911249665047805,,100,n,8,8,39.50475576358665,189.9296979618099,-39.50475576358665,9.929697961809893,,,Intrusive:Igneous,Diabase,Intrusion,,,,,,34.71946455326972,189.9296979618099,39.50475576358665
Beaver River diabase,"Zhang et al., 2021",,BD12,47.304809,-91.328796,1091.7,1091.9,1091.5,Ma,gaussian,284.0552641809055,50.05508022487486,140.39488999621005,1.0,4.691020511638942,,100,n,8,8,31.20913028457939,191.8058628880153,-31.20913028457939,11.805862888015298,,,Intrusive:Igneous,Diabase,Intrusion,,,,,,30.83895338555403,191.8058628880153,31.20913028457939
Beaver River diabase,"Zhang et al., 2021",,BD13,47.480383,-91.123713,1091.7,1091.9,1091.5,Ma,gaussian,276.9304983670489,33.61832489861448,342.2199885359532,1.0,2.9985886049611574,,100,n,8,8,18.05274114651754,186.6622523265672,-18.05274114651754,6.662252326567199,,,Intrusive:Igneous,Diabase,Intrusion,,,,,,18.38834236218461,186.6622523265672,18.05274114651754
Beaver River diabase,"Zhang et al., 2021",,BD15,47.700439,-90.639617,1091.7,1091.9,1091.5,Ma,gaussian,299.05583407340174,12.745156689397309,98.3169814237568,1.0,5.217954703400034,,100,n,9,9,24.07309636962387,161.41539260867407,-24.07309636962387,341.4153926086741,,,Intrusive:Igneous,Diabase,Intrusion,,,,,,6.452393980772545,161.41539260867407,24.07309636962387
Beaver River diabase,"Zhang et al., 2021",,BD17,47.373971,-91.164446,1091.7,1091.9,1091.5,Ma,gaussian,292.85913754702057,40.9502811176163,551.8813450354955,1.0,2.36002437935275,,100,n,8,8,32.28992636102621,179.33295255446447,-32.28992636102621,359.33295255446444,,,Intrusive:Igneous,Diabase,Intrusion,,,,,,23.45516357315941,179.33295255446447,32.28992636102621
Cut Face Creek Sandstone,"Pierce et al., 2022",Cut Face Creek,CF-100,47.73055,269.55872,1092.6,1093.5,1091.7,Ma,uniform,288.4,31.6,29.674938303380824,resample,25.7,,100.0,n,1,1,24.865526904584357,177.9482288157144,-24.865526904584357,357.9482288157144,,,Sedimentary,Siltstone,Sediment Layer,Cut Face Creek,exact,47.0,,,17.098004842336696,177.9482288157144,24.865526904584357
Cut Face Creek Sandstone,"Pierce et al., 2022",Cut Face Creek,CF-102,47.73055,269.55872,1092.6,1093.5,1091.7,Ma,uniform,259.5,30.0,2.626512041356684,resample,86.38499999999999,,100.0,n,1,1,5.018080190659294,198.060190079627,-5.018080190659294,18.060190079627006,,,Sedimentary,Siltstone,Sediment Layer,Cut Face Creek,exact,47.8,,,16.10211375198601,198.060190079627,5.018080190659294
Cut Face Creek Sandstone,"Pierce et al., 2022",Cut Face Creek,CF-103,47.73055,269.55872,1092.6,1093.5,1091.7,Ma,uniform,279.2,24.1,6.438069273793566,resample,55.175999999999995,,100.0,n,1,1,15.453858135616848,181.4228397488338,-15.453858135616848,1.422839748833809,,,Sedimentary,Siltstone,Sediment Layer,Cut Face Creek,exact,48.4,,,12.607329846208048,181.4228397488338,15.453858135616848
Cut Face Creek Sandstone,"Pierce et al., 2022",Cut Face Creek,CF-104,47.73055,269.55872,1092.6,1093.5,1091.7,Ma,uniform,310.0,34.8,9.570242288627743,resample,45.254999999999995,,100.0,n,1,1,40.63954420204743,162.0326981612883,-40.63954420204743,342.0326981612883,,,Sedimentary,Siltstone,Sediment Layer,Cut Face Creek,exact,48.9,,,19.162802152830434,162.0326981612883,40.63954420204743
Cut Face Creek Sandstone,"Pierce et al., 2022",Cut Face Creek,CF-106,47.73055,269.55872,1092.6,1093.5,1091.7,Ma,uniform,295.9,28.4,14.436947455483448,resample,36.846,,100.0,n,1,1,28.472787436500074,170.6263773851898,-28.472787436500074,350.6263773851898,,,Sedimentary,Siltstone,Sediment Layer,Cut Face Creek,exact,49.3,,,15.128210579939351,170.6263773851898,28.472787436500074
Cut Face Creek Sandstone,"Pierce et al., 2022",Cut Face Creek,CF-107,47.73055,269.55872,1092.6,1093.5,1091.7,Ma,uniform,276.5,43.3,12.941948935591261,resample,38.916,,100.0,n,1,1,22.59949730413285,192.7648520487627,-22.59949730413285,12.764852048762691,,,Sedimentary,Siltstone,Sediment Layer,Cut Face Creek,exact,49.8,,,25.228695900771566,192.7648520487627,22.59949730413285
Cut Face Creek Sandstone,"Pierce et al., 2022",Cut Face Creek,CF-108,47.73055,269.55872,1092.6,1093.5,1091.7,Ma,uniform,278.4,31.3,179.48307044252653,resample,10.45,,100.0,n,1,1,18.013691406060598,185.12315889911088,-18.013691406060598,5.1231588991108765,,,Sedimentary,Siltstone,Sediment Layer,Cut Face Creek,exact,50.4,,,16.909521733277767,185.12315889911088,18.013691406060598
Cut Face Creek Sandstone,"Pierce et al., 2022",Cut Face Creek,CF-109,47.73055,269.55872,1092.6,1093.5,1091.7,Ma,uniform,277.1,29.2,22.68499519835041,resample,29.393999999999995,,100.0,n,1,1,16.213825314123135,185.11261806400688,-16.213825314123135,5.112618064006881,,,Sedimentary,Siltstone,Sediment Layer,Cut Face Creek,exact,50.8,,,15.612518617200491,185.11261806400688,16.213825314123135
