pole_name,citations,location,site,lat,lon,age,age_high,age_low,age_unit,age_uncertainty,dir_dec,dir_inc,dir_k,dir_f,dir_alpha95,dir_r,dir_tilt_correction,dir_polarity,dir_n_specimens,dir_n_samples,vgp_lat,vgp_lon,vgp_lat_rev,vgp_lon_rev,vgp_dm,vgp_dp,geologic_classes,lithologies,geologic_types,age_model,height_type,height,height_upper,height_lower,paleolatitude,Plon,Plat
Mamainse lower R2,"Swanson-Hysell et al., 2014",Mamainse Point,MP121(27.6 to 31.3),47.0836,275.2722,1105.0,1109.0,1100.4,Ma,uniform,110.3,-62.6,101.0,1.0,9.2,,100,r,,4,-42.72364317522958,28.51175841115537,42.72364317522958,208.51175841115537,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1199,,,-43.96763700466287,208.51175841115537,42.72364317522958
Mamainse lower R2,"Swanson-Hysell et al., 2014",Mamainse Point,MP121(46.6 to 49.4),47.0835,275.272,1105.0,1109.0,1100.4,Ma,uniform,112.6,-69.8,1512.0,1.0,2.4,,100,r,,4,-48.15485497150838,40.16704803020349,48.15485497150838,220.1670480302035,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1205,,,-53.65225692686493,220.1670480302035,48.15485497150838
Mamainse lower R2,"Swanson-Hysell et al., 2014",Mamainse Point,MP214(-0.1 to 1.5),47.0838,275.2699,1105.0,1109.0,1100.4,Ma,uniform,105.4,-58.6,336.0,1.0,3.3,,100,r,,6,-37.154008268524215,25.917259555341957,37.154008268524215,205.91725955534196,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1289,,,-39.321985306145734,205.91725955534196,37.154008268524215
Mamainse lower R2,"Swanson-Hysell et al., 2014",Mamainse Point,MP214(1.5 to 5.4),47.0836,275.2699,1105.0,1109.0,1100.4,Ma,uniform,104.0,-49.3,513.0,1.0,5.4,,100,r,,3,-30.694966112516305,17.96938152811856,30.694966112516305,197.96938152811856,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1290,,,-30.169592276763094,197.96938152811856,30.694966112516305
Mamainse lower R2,"Swanson-Hysell et al., 2014",Mamainse Point,MP214(5.4 to 6.6),47.0837,275.2699,1105.0,1109.0,1100.4,Ma,uniform,111.4,-58.3,82.0,1.0,7.6,,100,r,,5,-40.83740652752333,22.235544079538556,40.83740652752333,202.23554407953856,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1294,,,-38.99255789455548,202.23554407953856,40.83740652752333
Mamainse lower R2,"Swanson-Hysell et al., 2014",Mamainse Point,MP214(6.6 to 8.8),47.0837,275.2699,1105.0,1109.0,1100.4,Ma,uniform,99.7,-53.9,118.0,1.0,8.5,,100,r,,4,-30.581870026708213,24.48245495921367,30.581870026708213,204.48245495921367,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1297,,,-34.43730808915183,204.48245495921367,30.581870026708213
Mamainse lower R2,"Swanson-Hysell et al., 2014",Mamainse Point,MP214(11.0 to 13.1),47.0836,275.2698,1105.0,1109.0,1100.4,Ma,uniform,97.3,-48.3,32.0,1.0,16.4,,100,r,,4,-25.712641693993863,21.517854063477614,25.712641693993863,201.5178540634776,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1301,,,-29.30060435624402,201.5178540634776,25.712641693993863
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP214(60.3 to 67.9),47.0835,275.2691,1100.36,1100.61,1100.11,Ma,gaussian,287.7,53.6,218.0,1.0,5.2,,100,n,,5,35.618992832873474,199.36044602581848,-35.618992832873474,19.360446025818476,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1351,,,34.144472921454756,199.36044602581848,35.618992832873474
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP214(73.4 to 79.1),47.0834,275.2687,1100.36,1100.61,1100.11,Ma,gaussian,283.7,44.5,129.0,1.0,6.1,,100,n,,5,27.885126885782533,194.68530149793656,-27.885126885782533,14.685301497936564,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1364,,,26.16713101214257,194.68530149793656,27.885126885782533
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP214(79.1 to 90.0),47.0837,275.2683,1100.36,1100.61,1100.11,Ma,gaussian,271.8,42.7,131.0,1.0,6.7,,100,n,,5,19.040398904000426,201.50976513526788,-19.040398904000426,21.509765135267884,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1370,,,24.76797280837607,201.50976513526788,19.040398904000426
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP46(0.0 to 7.0),47.0782,275.2667,1100.36,1100.61,1100.11,Ma,gaussian,283.5,39.4,103.0,1.0,5.5,,100,n,,8,25.167087695281207,191.6476492693182,-25.167087695281207,11.647649269318208,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1384,,,22.328183010556224,191.6476492693182,25.167087695281207
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP46(7.0 to 8.0),47.078,275.2666,1100.36,1100.61,1100.11,Ma,gaussian,282.8,36.3,59.0,1.0,16.2,,100,n,,3,23.209319154681143,190.41656747462605,-23.209319154681143,10.41656747462605,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1387,,,20.16760291118242,190.41656747462605,23.209319154681143
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP214(130.5 to 151.5),47.0831,275.2673,1100.36,1100.61,1100.11,Ma,gaussian,294.5,42.6,64.0,1.0,7.7,,100,n,,6,34.227967785764996,185.85785882913564,-34.227967785764996,5.857858829135637,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1419,,,24.69172152971704,185.85785882913564,34.227967785764996
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP214(157.0 to 165.0),47.083,275.2668,1100.36,1100.61,1100.11,Ma,gaussian,300.5,39.6,478.0,1.0,2.4,,100,n,,8,36.818426597275646,179.3016807361364,-36.818426597275646,359.3016807361364,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1447,,,22.471747219894002,179.3016807361364,36.818426597275646
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP50(0.9 to 12.1),47.0727,275.2605,1100.36,1100.61,1100.11,Ma,gaussian,301.3,51.2,89.0,1.0,6.4,,100,n,,4,43.40446068971422,188.15070210161048,-43.40446068971422,8.150702101610477,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1764,,,31.876430451869254,188.15070210161048,43.40446068971422
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP50(12.1 to 15.1),47.0727,275.2604,1100.36,1100.61,1100.11,Ma,gaussian,286.1,56.9,86.0,1.0,8.3,,100,n,,5,36.547652469852075,203.64514490659087,-36.547652469852075,23.645144906590872,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1775,,,37.48815026031716,203.64514490659087,36.547652469852075
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP49(0.0 to 1.7),47.0745,275.2604,1100.36,1100.61,1100.11,Ma,gaussian,310.9,34.8,113.0,1.0,11.7,,100,n,,3,41.419067378444474,167.45494471694713,-41.419067378444474,347.4549447169471,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1776,,,19.162802152830434,167.45494471694713,41.419067378444474
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP49(1.7 to 5.6),47.0745,275.2604,1100.36,1100.61,1100.11,Ma,gaussian,307.7,36.2,599.0,1.0,3.1,,100,n,,5,39.99736140083668,171.17283878566082,-39.99736140083668,351.1728387856608,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1778,,,20.09983060177581,171.17283878566082,39.99736140083668
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP111(0.0 to 5.3),47.072,275.2608,1100.36,1100.61,1100.11,Ma,gaussian,321.4,58.4,45.0,1.0,11.6,,100,n,,6,61.029280324193834,183.54409740741005,-61.029280324193834,3.5440974074100495,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1782,,,39.10208566937349,183.54409740741005,61.029280324193834
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP111(5.3 to 18.2),47.072,275.2605,1100.36,1100.61,1100.11,Ma,gaussian,301.3,54.8,33.0,1.0,11.9,,100,n,,6,45.40503210956619,192.0909203945646,-45.40503210956619,12.090920394564591,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1788,,,35.32883057376808,192.0909203945646,45.40503210956619
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP111(18.2 to 23.4),47.0721,275.2603,1100.36,1100.61,1100.11,Ma,gaussian,300.8,64.5,145.0,1.0,6.4,,100,n,,4,50.40105800963829,206.7994075626234,-50.40105800963829,26.7994075626234,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1801,,,46.350044711486575,206.7994075626234,50.40105800963829
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP53(0.0 to 6.6),47.0689,275.2593,1100.36,1100.61,1100.11,Ma,gaussian,106.7,-39.0,226.0,1.0,3.4,,100,r,,9,-27.142291041246406,9.164296303871197,27.142291041246406,189.1642963038712,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1865,,,-22.04263209175875,189.1642963038712,27.142291041246406
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP54(0.0 to 4.0),47.0687,275.2594,1100.36,1100.61,1100.11,Ma,gaussian,105.7,-42.1,140.0,1.0,7.8,,100,r,,4,-27.996160769897262,11.75407417769867,27.996160769897262,191.75407417769867,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1872,,,-24.312722999641807,191.75407417769867,27.996160769897262
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP111(128.2 to 130.7),47.0688,275.2584,1100.36,1100.61,1100.11,Ma,gaussian,112.7,-33.9,97.0,1.0,7.8,,100,r,,5,-28.839009288795122,1.926849032941675,28.839009288795122,181.92684903294167,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1910,,,-18.5716306456178,181.92684903294167,28.839009288795122
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP111(130.7 to 141.9),47.0688,275.2583,1100.36,1100.61,1100.11,Ma,gaussian,113.3,-45.9,416.0,1.0,3.8,,100,r,,6,-35.10956810606154,9.109224245264613,35.10956810606154,189.1092242452646,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1913,,,-27.29192293925433,189.1092242452646,35.10956810606154
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP111(141.9 to 145.5),47.0689,275.2582,1100.36,1100.61,1100.11,Ma,gaussian,116.9,-44.5,268.0,1.0,4.7,,100,r,,5,-36.83126508091418,5.4770244726236115,36.83126508091418,185.4770244726236,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1924,,,-26.16713101214257,185.4770244726236,36.83126508091418
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP111(145.5 to 147.1),47.0689,275.2582,1100.36,1100.61,1100.11,Ma,gaussian,129.8,-45.4,250.0,1.0,4.9,,100,r,,6,-46.05181051020376,356.1389806914285,46.05181051020376,176.13898069142851,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1928,,,-26.886399101504825,176.13898069142851,46.05181051020376
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP111(147.1 to 150),47.069,275.2581,1100.36,1100.61,1100.11,Ma,gaussian,124.7,-47.1,155.0,1.0,5.4,,100,r,,3,-43.50208070576908,1.755128039063834,43.50208070576908,181.75512803906383,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1930,,,-28.28309886226625,181.75512803906383,43.50208070576908
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP111(154.2 to 160.6),47.0692,275.2578,1100.36,1100.61,1100.11,Ma,gaussian,123.3,-40.9,113.0,1.0,8.7,,100,r,,6,-39.35620953630585,357.9637052660002,39.35620953630585,177.9637052660002,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,1937,,,-23.418091853943647,177.9637052660002,39.35620953630585
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP111(273.8 to 282.7),47.0689,275.2554,1100.36,1100.61,1100.11,Ma,gaussian,86.9,-51.6,32.0,1.0,13.6,,100,r,,5,-21.069272911749355,30.427119608366013,21.069272911749355,210.427119608366,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2056,,,-32.24549135355513,210.427119608366,21.069272911749355
Mamainse lower normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP111(302.2 to 310.0),47.0684,275.2548,1100.36,1100.61,1100.11,Ma,gaussian,100.5,-50.9,235.0,1.0,6.0,,100,r,,3,-29.300143304833103,21.45335272768631,29.300143304833103,201.4533527276863,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2085,,,-31.601901846954355,201.4533527276863,29.300143304833103
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP207(0.0 to 20.4),47.0646,275.2473,1094.0,1100.0,1090.0,Ma,uniform,297.4,36.7,336.0,1.0,4.2,,100,n,,5,33.3267976463669,179.90271547654447,-33.3267976463669,359.9027154765445,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2413,,,20.43984670814321,179.90271547654447,33.3267976463669
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP207(20.4 to 40.8),47.0647,275.2467,1094.0,1100.0,1090.0,Ma,uniform,297.9,37.8,248.0,1.0,4.9,,100,n,,5,34.187730437725904,180.17739682667002,-34.187730437725904,0.17739682667001944,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2426,,,21.19827270443317,180.17739682667002,34.187730437725904
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP207(42.3 to 43.5),47.0645,275.2462,1094.0,1100.0,1090.0,Ma,uniform,298.5,44.2,478.0,1.0,3.1,,100,n,,6,37.76666345800386,184.06427348377417,-37.76666345800386,4.064273483774173,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2448,,,25.930353341702023,184.06427348377417,37.76666345800386
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP207(45.0 to 53.3),47.0645,275.2461,1094.0,1100.0,1090.0,Ma,uniform,293.8,40.4,137.0,1.0,5.7,,100,n,,6,32.65661593945225,184.89658703806197,-32.65661593945225,4.896587038061966,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2451,,,23.051370750341487,184.89658703806197,32.65661593945225
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP207(53.7 to 62.6),47.0643,275.2459,1094.0,1100.0,1090.0,Ma,uniform,296.6,45.2,155.0,1.0,4.9,,100,n,,7,36.989239104364955,186.217355180782,-36.989239104364955,6.217355180781993,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2459,,,26.725387217658618,186.217355180782,36.989239104364955
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP207(62.6 to 71.5),47.0641,275.2455,1094.0,1100.0,1090.0,Ma,uniform,290.9,41.9,54.0,1.0,9.2,,100,n,,6,31.42511025501975,187.96778447064642,-31.42511025501975,7.967784470646421,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2468,,,24.162165313707685,187.96778447064642,31.42511025501975
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP207(71.5 to 85.5),47.064,275.2452,1094.0,1100.0,1090.0,Ma,uniform,289.1,40.3,612.0,1.0,3.1,,100,n,,5,29.40730875480637,188.23056242873028,-29.40730875480637,8.23056242873028,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2477,,,22.97844205644508,188.23056242873028,29.40730875480637
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP209(1.2 to 7.3),47.0608,275.2422,1094.0,1100.0,1090.0,Ma,uniform,293.7,45.3,99.0,1.0,6.8,,100,n,,5,35.06705659980028,188.36399785441847,-35.06705659980028,8.363997854418471,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2482,,,26.805808325586398,188.36399785441847,35.06705659980028
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP209(7.3 to 20.3),47.0606,275.2421,1094.0,1100.0,1090.0,Ma,uniform,299.0,51.5,148.0,1.0,5.5,,100,n,,6,42.005942715797694,190.03218384882126,-42.005942715797694,10.032183848821262,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2488,,,32.1528997129459,190.03218384882126,42.005942715797694
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP209(20.3 to 33.6),47.0603,275.2417,1094.0,1100.0,1090.0,Ma,uniform,289.9,43.0,120.0,1.0,6.1,,100,n,,7,31.299690865675778,189.4050528910969,-31.299690865675778,9.405052891096886,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2501,,,24.997641418580056,189.4050528910969,31.299690865675778
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP209(33.6 to 42.2),47.0601,275.2412,1094.0,1100.0,1090.0,Ma,uniform,298.1,36.6,97.0,1.0,6.2,,100,n,,7,33.754647949109355,179.29681107406236,-33.754647949109355,359.29681107406236,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2514,,,20.371611538879385,179.29681107406236,33.754647949109355
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP209(42.2 to 51.1),47.0598,275.241,1094.0,1100.0,1090.0,Ma,uniform,303.5,41.1,179.0,1.0,5.0,,100,n,,6,39.592389018962876,177.93483953794703,-39.592389018962876,357.934839537947,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2523,,,23.565761120551254,177.93483953794703,39.592389018962876
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP209(51.1 to 65.5),47.0595,275.2406,1094.0,1100.0,1090.0,Ma,uniform,288.1,34.8,378.0,1.0,3.4,,100,n,,5,26.117866546200236,185.80131076131494,-26.117866546200236,5.801310761314937,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2532,,,19.162802152830434,185.80131076131494,26.117866546200236
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP211(34.9 to 38.1),47.0586,275.2384,1094.0,1100.0,1090.0,Ma,uniform,296.6,27.4,451.0,1.0,5.8,,100,n,,3,28.61627067790288,175.63937692804348,-28.61627067790288,355.6393769280435,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2610,,,14.52995190417744,175.63937692804348,28.61627067790288
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP211(39.2 to 46.6),47.0584,275.2382,1094.0,1100.0,1090.0,Ma,uniform,290.7,36.4,351.0,1.0,4.9,,100,n,,4,28.629470351941087,184.7709131233521,-28.629470351941087,4.770913123352102,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2615,,,20.235490159394857,184.7709131233521,28.629470351941087
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP211(48.0 to 56.1),47.0584,275.238,1094.0,1100.0,1090.0,Ma,uniform,297.9,33.1,311.0,1.0,5.2,,100,n,,4,32.001811748616966,177.4739587006029,-32.001811748616966,357.4739587006029,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2623,,,18.05316643444828,177.4739587006029,32.001811748616966
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP211(69.9 to 87.2),47.0581,275.2374,1094.0,1100.0,1090.0,Ma,uniform,292.8,27.9,339.0,1.0,4.2,,100,n,,5,26.266746830652345,178.84219126266487,-26.266746830652345,358.84219126266487,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,2645,,,14.828112527179105,178.84219126266487,26.266746830652345
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP303(0 to 20.4),47.0524,275.2301,1094.0,1100.0,1090.0,Ma,uniform,305.2,43.4,566.0,1.0,2.9,,100,n,,5,41.908090849736666,178.26795761202334,-41.908090849736666,358.26795761202334,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3043,,,25.306025101251556,178.26795761202334,41.908090849736666
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP303(72.3 to 92.9),47.052,275.2288,1094.0,1100.0,1090.0,Ma,uniform,296.7,38.4,69.0,1.0,7.4,,100,n,,6,33.660837581750705,181.45804796293646,-33.660837581750705,1.4580479629364618,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3115,,,21.618181048229665,181.45804796293646,33.660837581750705
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP303(113.5 to 125.6),47.0512,275.2282,1094.0,1100.0,1090.0,Ma,uniform,294.2,43.7,87.0,1.0,5.6,,100,n,,8,34.581395327736836,186.82990982280091,-34.581395327736836,6.829909822800914,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3157,,,25.53895510709009,186.82990982280091,34.581395327736836
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP303(125.9 to 131.4),47.0515,275.2278,1094.0,1100.0,1090.0,Ma,uniform,300.6,34.8,49.0,1.0,8.8,,100,n,,6,34.602743295842195,176.26020550577323,-34.602743295842195,356.26020550577323,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3169,,,19.162802152830434,176.26020550577323,34.602743295842195
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP303(131.4 to 141.6),47.0517,275.2275,1094.0,1100.0,1090.0,Ma,uniform,302.2,45.2,518.0,1.0,3.0,,100,n,,5,40.80300361855456,182.04886219732748,-40.80300361855456,2.0488621973274803,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3174,,,26.725387217658618,182.04886219732748,40.80300361855456
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP303(142.1 to 152.9),47.0519,275.2273,1094.0,1100.0,1090.0,Ma,uniform,286.4,32.6,95.0,1.0,5.3,,100,n,,8,23.964284722579706,185.89621871489,-23.964284722579706,5.896218714890011,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3185,,,17.732370705388654,185.89621871489,23.964284722579706
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP212(0.0 to 10.2),47.0473,275.2251,1094.0,1100.0,1090.0,Ma,uniform,298.5,42.6,232.0,1.0,6.1,,100,n,,4,36.95256250077718,182.8823821025046,-36.95256250077718,2.8823821025046072,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3350,,,24.69172152971704,182.8823821025046,36.95256250077718
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP212(10.2 to 15.5),47.0472,275.2248,1094.0,1100.0,1090.0,Ma,uniform,298.2,40.3,135.0,1.0,5.8,,100,n,,6,35.60352219474252,181.52848877708095,-35.60352219474252,1.5284887770809519,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3360,,,22.97844205644508,181.52848877708095,35.60352219474252
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP212(15.5 to 22.2),47.047,275.2246,1094.0,1100.0,1090.0,Ma,uniform,295.1,43.2,128.0,1.0,6.8,,100,n,,5,34.93984271306363,185.8231625285248,-34.93984271306363,5.82316252852479,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3366,,,25.151522660394388,185.8231625285248,34.93984271306363
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP212(22.2 to 30.8),47.0468,275.2243,1094.0,1100.0,1090.0,Ma,uniform,295.7,38.6,142.0,1.0,6.4,,100,n,,5,33.07696743488316,182.3385375506664,-33.07696743488316,2.3385375506663877,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3372,,,21.759154044769282,182.3385375506664,33.07696743488316
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP306(2.6 to 26.7),47.0431,275.2197,1094.0,1100.0,1090.0,Ma,uniform,290.4,34.6,336.0,1.0,2.8,,100,n,,8,27.59341431778042,183.9937191016254,-27.59341431778042,3.993719101625402,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3635,,,19.030691231120837,183.9937191016254,27.59341431778042
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP306(26.7 to 34.2),47.0432,275.2191,1094.0,1100.0,1090.0,Ma,uniform,289.6,33.3,678.0,1.0,2.4,,100,n,,6,26.458541135147023,183.89998355390685,-26.458541135147023,3.89998355390685,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3659,,,18.18217705808456,183.89998355390685,26.458541135147023
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP306(39.0 to 44.5),47.043,275.2189,1094.0,1100.0,1090.0,Ma,uniform,290.3,32.9,1035.0,1.0,1.9,,100,n,,6,26.755616185637283,183.17413321477977,-26.755616185637283,3.174133214779772,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3671,,,17.924553259236955,183.17413321477977,26.755616185637283
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP306(44.5 to 73.6),47.043,275.2188,1094.0,1100.0,1090.0,Ma,uniform,294.6,40.8,122.0,1.0,5.6,,100,n,,6,33.398581565897565,184.55364967347828,-33.398581565897565,4.553649673478276,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3677,,,23.344468609572814,184.55364967347828,33.398581565897565
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP306(73.6 to 96.4),47.0428,275.2184,1094.0,1100.0,1090.0,Ma,uniform,277.6,15.8,60.0,1.0,6.7,,100,n,,8,11.055785069876839,185.1965598526216,-11.055785069876839,5.19655985262159,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3706,,,8.05308345142456,185.1965598526216,11.055785069876839
Mamainse upper normal,"Swanson-Hysell et al., 2014",Mamainse Point,MP306(96.4 to 102.1),47.0428,275.2179,1094.0,1100.0,1090.0,Ma,uniform,279.1,18.7,20.0,1.0,14.1,,100,n,,6,13.202323172726759,185.193490312913,-13.202323172726759,5.193490312913013,,,Extrusive:Igneous,Basalt,Lava Flow,Mamainse Point Volcanics,exact,3728,,,9.605755236018148,185.193490312913,13.202323172726759
