AREA,PERIMETER,GEMSTR_,GEMSTR_ID,RELATEID,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,UTME,UTMN,UTM_ZONE,FIELD_STA,MEAS_ID,MEAS_DATE,GEOL_1,GEOL_2,REFRNCE,STRUCTURE,STRUC_TYPE,DIPD_TREND,DIP_PLUNGE,MRR_RELIAB,N_MEAS,SYM_CODE,DISPLAY,AVANGLE
0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19770000",JCG,,Environ Geol of the No Shore,VC,P,"130","17",,"1","124","200000","230"
0.00000,0.00000,"0","0",,,,,"0","0","0","0",,,"19770000",JCG,,Environ Geol of the No Shore,VC,P,"130","17",,"1","124","200000","230"
