id,strike,dip,Elevation
"1","225","25","268"
"1","233","55","386"
"1","230","70","394"
"1","230","70","394"
"1","234","40","382"
"1","220","65","395"
"1","212","50","348"
"1","230","35","319"
"1","230","20","370"
"1","200","50","417"
"1","215","40","413"
"1","225","40","394"
"1","223","65","417"
"1","225","50","446"
"1","225","35","264"
"1","225","5","260"
"1","225","55","403"
"1","208","70","430"
"1","212","65","429"
"1","215","60","390"
"1","216","70","382"
